concept	property	cluster_label
full bodied wine	improves with time	10
wine flavor	alone	10
medoc	improves with age	10
margaux	improves with age	10
cabernet sauvignon	improves with age	10
beaujolais	drink young	10
chianti	fiasco	10
pinot blanc	best consumed young	10
meursault	develops complexity over time	11
full bodied wine	develops complexity over time	11
ice wine	develops complexity	11
red bordeaux	develops complexity over time	11
white burgundy	develops complexity	11
chenin blanc	short	12
chenin blanc	long	12
white bordeaux	long	12
petite syrah	long-lived	12
chenin blanc	medium	12
chenin blanc	can be drunk young	12
full bodied wine	can age for years	12
pinot blanc	best consumed within 2-5 years	13
chenin blanc	can be aged for 5-10 years	13
fowl	2-12 eggs	13
petite syrah	5-7 years	13
medoc	can be aged for many years	13
zinfandel	can be aged for 10 to 20 years	13
pauillac	can be aged for 10-20 years	13
chenin blanc	can age for 5-10 years	13
petite syrah	can age for 5-7 years	13
rose wine	aging	14
ice wine	long	14
wine color	aging process	14
white table wine	aging	14
dessert wine	aging	14
ice wine	complex	14
full bodied wine	longer aging	14
red table wine	aging	14
full bodied wine	long ageing process	14
medoc	long ageing	14
bordeaux	long ageing	14
chianti	young	14
french wine	young	14
wine color	aging process	14
wine color	aging	14
medoc	required to age	14
dessert wine	fortified	15
dry riesling	14% abv	15
dry riesling	12%	15
dry red wine	12%	15
rose wine	13% abv	15
gamay	13% abv	15
dry riesling	13% abv	15
gamay	12% abv	15
sauvignon blanc	12% abv	15
dry riesling	12% abv	15
rose wine	15% abv	15
sauvignon blanc	13% abv	15
wine flavor	high	16
full bodied wine	high	16
riesling	high	16
sweet wine	high	16
riesling	medium	16
dry wine	medium	16
wine flavor	medium	16
dry red wine	medium	16
dry wine	high	16
dry red wine	high	16
zinfandel	high	16
dessert wine	high	16
ice wine	high	16
wine descriptor	medium	16
zinfandel	medium-high	16
wine descriptor	low	16
dessert wine	strong	16
sweet riesling	moderate	16
sweet wine	strong	16
dry red wine	strong	16
sweet riesling	sweet	16
full bodied wine	strong	16
ice wine	typically 10-20%	17
table wine	13% to 15%	17
ice wine	typically above 20%	17
dry riesling	12% - 14%	17
sweet riesling	around 11%	17
sweet riesling	10-12%	17
zinfandel	13-15%	17
red burgundy	13-15%	17
zinfandel	12% to 16%	17
full bodied wine	above 14%	17
petite syrah	13% to 14%	17
riesling	typically 11-13%	17
sweet riesling	11-14%	17
sweet riesling	lower than 12%	17
dry red wine	13% to 15%	17
dry riesling	12% or less	17
sweet riesling	around 8-12%	17
chardonnay	12% to 15%	17
table wine	12% to 15%	17
riesling	12% to 15%	17
zinfandel	12-16%	17
zinfandel	above 14%	17
merlot	13% to 15%	17
dry white wine	12% to 15%	17
full bodied wine	14% or more	17
zinfandel	15% to 16%	17
full bodied wine	14% or higher	17
white wine	13% to 15%	17
table wine	13% to 15%	17
white wine	typically 12%	17
table wine	usually around 12%	17
white burgundy	12-14%	17
petite syrah	12-14%	17
zinfandel	14% to 16%	17
dry red wine	12-15%	17
cabernet sauvignon	12-15%	17
table wine	usually 12-15%	17
red table wine	12-15%	17
merlot	12-15%	17
red burgundy	12-15%	17
dry riesling	around 12%	17
full bodied wine	14-16%	17
chardonnay	12% to 14%	17
dry riesling	12% to 14%	17
rose wine	12% to 14%	17
pinot noir	12% to 14%	17
dry white wine	12% to 14%	17
table wine	12-15%	17
riesling	low	18
wine flavor	low	18
dry wine	low	18
sweet riesling	low	18
sweet riesling	lower	18
riesling	usually low to moderate	18
full bodied wine	high alcohol content	18
riesling	varies	18
dry riesling	low to medium	18
muscadet	low to moderate	18
dry red wine	strong	19
dry wine	strong	19
dry red wine	adults only	19
red burgundy	high	19
medoc	high	19
red table wine	high	19
red table wine	moderate	19
dry red wine	high	19
white wine	varies	19
dry wine	high	19
wine descriptor	high	19
table wine	varies	19
potable liquid	cloudy	20
wine color	cloudy	20
potable liquid	colorless	20
potable liquid	colorless	20
edible thing	odorless	20
anjou	skin is green	21
anjou	pear-shaped	21
sweet riesling	pear-like	21
anjou	pear-shaped	21
wine descriptor	clarity	22
wine descriptor	clarity	22
wine descriptor	vigor	22
wine color	clear	22
wine descriptor	clarity	22
wine color	murky	22
sweet dessert	decorated	23
edible thing	appealing	23
wine descriptor	appearance	23
sweet dessert	layered	23
dessert	delightful	23
sweet dessert	ornate	23
sweet dessert	attractive	23
dessert	attractive	23
meal	satisfying	23
wine color	red	24
sweet dessert	colorful	24
edible thing	colorful	24
potable liquid	colorful	24
wine descriptor	appearance	24
dessert	colorful	24
potable liquid	clear	24
wine descriptor	color	24
wine color	in glass	24
wine descriptor	color	24
wine color	clear	24
wine descriptor	color	24
st emilion	appellation d'origine contrôlée	25
alsace wine	appellation d'origine contrôlée	25
sancerre	appellation d'origine contrôlée	25
bordeaux	appellation d'origine contrôlée	25
st emilion	appellation d'origine contrôlée	25
st. emilion	appellation d'origine contrôlée	25
bordeaux	appellation d'origine contrôlée	25
st emilion	protected designation of origin	25
st émilion	monastery buildings	26
st. émilion	medieval architecture	26
st émilion	churches	26
st-émilion	medieval architecture	26
st émilion	medieval castle	26
dry riesling	fruity	27
white bordeaux	floral	27
chardonnay	floral	27
riesling	floral	27
sweet riesling	flowery	27
white wine	fruity	27
sweet wine	fruity	27
dry white wine	fruity	27
wine descriptor	fruity	27
beaujolais	fruity	27
dessert wine	fruity	27
wine flavor	fruity	27
white burgundy	fruity	27
sauvignon blanc	fruity	27
sweet riesling	fruity	27
pinot blanc	fruity	27
dry red wine	fruity	27
beaujolais	floral	27
white table wine	fruity	27
full bodied wine	fruity	27
white table wine	floral	27
wine taste	fruity	27
dry white wine	floral	27
wine taste	floral	27
wine descriptor	floral	27
wine descriptor	fruity	27
wine flavor	medium	27
full bodied wine	complex	27
dry riesling	stone fruit	27
sauvignon blanc	citrusy	27
white table wine	citrusy	27
white wine	floral	27
full bodied wine	fruity notes	27
pinot blanc	floral	27
sweet riesling	floral	27
chenin blanc	floral	27
wine flavor	floral	27
dry riesling	floral	27
wine descriptor	floral	27
white burgundy	floral	27
muscadet	floral	27
sweet wine	floral	27
sauvignon blanc	floral	27
sauvignon blanc	grassy	28
white bordeaux	grassy	28
wine flavor	earthly	28
pinot noir	earthy notes	28
wine descriptor	caramel	28
bordeaux	earthy notes	28
semillon	grassy	28
wine descriptor	vanilla	28
muscadet	grassy	28
gamay	earthy	28
dessert wine	honey-like	28
white table wine	honey-like	28
dessert wine	nutty	28
full bodied wine	oaky notes	28
pinot noir	earth	28
sauvignon blanc	mineral	28
wine descriptor	earthy	28
wine descriptor	earthy	28
cabernet franc	earthy notes	28
full bodied wine	intense	28
wine taste	earthy	28
wine flavor	weak	28
dry red wine	earthy	28
red bordeaux	earthy	28
wine flavor	earthy	28
bordeaux	earthy	28
burgundy	earthy	28
pinot noir	earthy	28
cabernet sauvignon	earthy	28
table wine	earthy	28
cabernet franc	earthy	28
french wine	earthy	28
gamay	earthy	28
red burgundy	earthy	28
merlot	earthy	28
red table wine	earthy	28
wine taste	strong	28
full bodied wine	strong	28
wine flavor	strong	28
wine taste	weak	28
dry white wine	earthy	28
red wine	earthy	28
wine taste	spicy	29
chenin blanc	apple	29
riesling	apple	29
pinot blanc	apple	29
white table wine	citrus	29
pinot blanc	citrus	29
chardonnay	vanilla	29
sauvignon blanc	citrus	29
dry white wine	crisp	29
pinot noir	cherry	29
white bordeaux	vanilla	29
chardonnay	butterscotch	29
wine flavor	spicy	29
dry riesling	citrus	29
full bodied wine	spicy	29
pinot noir	berry	29
chardonnay	green apple	29
riesling	fruit	29
pinot blanc	pear	29
riesling	honey	29
dry red wine	spicy	29
sweet wine	honey	29
white table wine	honey	29
chenin blanc	honey	29
white bordeaux	lemon	29
pinot blanc	honey	29
chardonnay	honey	29
dry riesling	honey	29
white bordeaux	honey	29
sauvignon blanc	green apple	29
dry riesling	green apple	29
semillon	honey	29
dessert course	celebration	30
dessert	joy	30
dessert course	joy	30
dessert	indulgence	30
dessert course	relaxation	30
dessert	relaxation	30
sweet dessert	love	31
sweet dessert	romance	31
burgundy	romance	31
burgundy	romance	31
wine color	rosé with summer	32
wine color	rosé wine	32
wine color	white wine	32
fruit course	summer	32
wine color	sparkling wine	32
burgundy	luxury	33
burgundy	luxury	33
burgundy	fine dining	34
fish course	in fine dining	34
burgundy	fine dining	34
wine color	champagne	34
burgundy	fine dining	34
port	ships	35
port	maritime	35
port	boats	35
chardonnay	wine for special occasions	36
wine color	red wine	36
wine color	red wine with meat	36
wine color	weak with white wine	36
burgundy	wine	36
wine color	strong with red wine	36
wine color	red wine with luxury	36
wine descriptor	wine appreciation	37
wine descriptor	wine enthusiast	37
wine descriptor	wine expert	37
wine descriptor	wine criticism	37
alsace wine	awarded medals	38
french wine	michelin star	38
california wine	gold medal	38
american wine	gold medal	38
zinfandel	winning gold medal	38
italian wine	gold medal	38
california wine	gold medal	38
german wine	gold medal	38
american wine	winning medals	38
alsatian wine	medal	38
french wine	oscar	39
california wine	winning awards	39
american wine	winning awards	39
zinfandel	winning awards	39
texas wine	winning awards	39
california wine	winning	39
american wine	winning	39
italian wine	prize winner	39
texas wine	win awards	39
white burgundy	highly rated	40
alsace wine	highly acclaimed	40
alsace wine	critically praised	40
german wine	top rating	40
st emilion	highly rated	40
italian wine	highly rated	40
red bordeaux	highly rated	40
white bordeaux	highly rated	40
meursault	highly rated	40
medoc	highly rated	40
margaux	highly rated	40
zinfandel	highly rated	40
alsace wine	highly rated	40
pauillac	highly rated	40
california wine	high ratings	40
medoc	high ratings	40
medoc	is highly rated by critics	40
meursault	highly rated	40
texas wine	wineries with awards	41
german wine	german wine awards	41
french wine	grand vin	41
texas wine	wine awards	41
pauillac	winemaking awards	41
german wine	best wine	41
alsace wine	best wine	41
white burgundy	best wine	41
texas wine	winemaking awards	41
american wine	wine awards	41
german wine	wine awards	41
sauvignon blanc	wine awards	41
margaux	wine awards	41
texas wine	texas wine awards	41
german wine	wine award	41
german wine	wine and spirits awards	41
german wine	international wine awards	41
pauillac	award	41
california wine	wine enthusiast	41
french wine	wine spectator award	41
texas wine	winery awards	41
french wine	wine awards	41
italian wine	critic-acclaimed	42
texas wine	critically acclaimed	42
meursault	critically acclaimed	42
italian wine	critically acclaimed	42
american wine	critically acclaimed	42
chenin blanc	critic-acclaimed	42
zinfandel	critically acclaimed	42
texas wine	critic acclaim	42
american wine	critic reviews	42
french wine	receiving high ratings from critics	42
california wine	critical acclaim	42
california wine	critic score	42
meritage	critic reviews	42
california wine	best of show	43
american wine	best of show	43
american wine	best in show	43
italian wine	best in show	43
medoc	winemaking competitions	44
texas wine	winning international competitions	44
french wine	winning international competitions	44
german wine	winning international competitions	44
american wine	wine competitions	44
texas wine	wine competition prizes	44
german wine	wine competition	44
american wine	vintage releases	44
texas wine	winemaking competitions	44
pauillac	medal	44
california wine	wine competition	44
french wine	wine competitions	44
texas wine	wine competitions	44
margaux	prized wine	44
texas wine	awarded	45
st emilion	prized	45
alsatian wine	prize	45
st emilion	awarded	45
california wine	yes	46
meritage	yes	46
american wine	award-winning	46
red bordeaux	prize-winning	46
italian wine	prize-winning	46
medoc	prize-winning	46
california wine	often	46
meritage	often	46
california wine	award winning	46
italian wine	award winning	46
chenin blanc	prize-winning	46
california wine	wine spectator	47
margaux	wine critic's favorite	47
margaux	wine critic's choice	47
pauillac	critic score	47
pauillac	wine of the year	47
white bordeaux	critic's choice	47
margaux	critic's choice	47
texas wine	recognized by wine critics	47
california wine	best wine award	47
alsace wine	international recognition	48
texas wine	international recognition	48
german wine	international recognition	48
alsace wine	international recognition	48
alsatian wine	recognition	48
texas wine	receiving national recognition	48
medoc	prized for quality	48
american wine	recognized	48
sauvignon blanc	international recognition	48
alsace wine	reputation for quality	48
medoc	has won numerous awards	48
american wine	winning recognition	48
german wine	receiving high ratings	48
texas wine	local acclaim	48
texas wine	receiving recognition	48
alsace wine	high reputation	48
texas wine	recognized	48
fowl	short	49
fowl	long	49
fowl	scratching	50
fowl	scratches	50
fowl	aggressive	50
fowl	flying	50
fowl	clucks	51
fowl	clumsy	51
fowl	lays eggs	51
fowl	clucking	51
fowl	flocking	51
beaujolais	fresh	52
consumable thing	eating	52
beaujolais	fresh	52
beaujolais	young	52
table wine	with dessert	53
beaujolais	young	53
muscadet	young	53
sweet wine	desserts	53
ice wine	with dessert	53
sweet riesling	with dessert	53
ice wine	with cheese	53
white bordeaux	with food	53
ice wine	with fruit	53
ice wine	cheese	53
ice wine	desserts	53
ice wine	fruit	53
beaujolais	pasta	53
fish course	beer	53
fish course	at dinner	53
beaujolais	food	53
beaujolais	cheese	53
meritage	cabernet franc	54
meritage	cabernet sauvignon	54
meritage	cabernet franc	54
meritage	merlot	54
sancerre	clear	55
sancerre	greenish tint	55
wine color	in bottle	55
sancerre	green	55
table wine	magnum	55
medoc	tylenol	56
medoc	advil	56
medoc	augmentin	56
fowl	broods	57
fowl	brooding	57
fowl	brooding	57
fowl	egg-laying	57
fowl	incubation	57
fowl	laying eggs	57
fowl	lays eggs	57
fowl	turkey	58
fowl	duck	58
fowl	quail	58
fowl	chicken	58
meal	edible	59
wine color	red	59
consumable thing	edible	59
wine color	red	59
wine color	white	59
wine color	white	59
bordeaux	red wine	60
bordeaux	fine wine	60
chenin blanc	yearly release	60
bordeaux	expensive wine	60
bordeaux	luxury item	60
bordeaux	fine wine	60
bordeaux	world-renowned wine	60
medoc	alcoholic beverage	61
dry white wine	alcoholic beverage	61
rose wine	alcoholic beverage	61
red wine	alcoholic beverage	61
dry red wine	alcoholic beverage	61
red table wine	alcoholic beverage	61
red table wine	alcoholic drink	61
wine color	alcoholic	61
dry red wine	alcoholic drink	61
rose wine	alcoholic drink	61
medoc	alcoholic	61
red burgundy	alcoholic drink	61
red wine	adult drink	61
medoc	alcoholic beverage	61
dry red wine	alcoholic beverage	61
white wine	alcoholic beverage	61
dry white wine	alcoholic beverage	61
white table wine	alcoholic beverage	61
red table wine	alcoholic beverage	61
red wine	alcoholic beverage	61
rose wine	alcoholic beverage	61
red table wine	alcoholic drink	61
medoc	alcoholic drink	61
table wine	alcoholic drink	61
white table wine	alcoholic drink	61
wine grape	alcoholic drink	61
wine grape	vineyard product	61
table wine	alcoholic beverage	61
medoc	pain reliever	62
consumable thing	medication	62
medoc	antibiotic	62
consumable thing	medicine	62
medoc	medication	62
consumable thing	supplement	62
dessert	after-meal	63
dessert wine	after-dinner	63
dessert	after-meal food	63
dessert	after meal	63
dessert course	after-meal	63
dessert course	after meal	63
dessert	after-meal course	63
fowl	domesticated	64
fowl	farm animal	64
fowl	domestic animal	64
fowl	domesticated	64
fowl	domesticated animal	64
texas wine	sweet	65
dessert wine	sweet	65
rose wine	sweet	65
dessert course	sweet	65
fruit course	sweet	65
dessert	sweet	65
red wine	sweet	65
wine flavor	sweet	65
alsace wine	sweet	65
table wine	sweet	65
white table wine	sweet	65
dessert	sweet	65
white wine	sweet	65
american wine	dessert	65
italian wine	dessert	65
texas wine	dessert	65
german wine	dessert	65
meal course	dessert	65
dessert wine	dessert	65
california wine	dessert	65
sweet fruit	healthy snack	65
sweet fruit	healthy	65
sweet dessert	sweets	65
red meat	meat	65
dessert	sweet treat	65
sweet dessert	sweet treat	65
sweet wine	dessert	65
sweet dessert	treat	65
dessert wine	dessert	65
dessert	treat	65
pasta	italian dish	65
edible thing	ingredient	65
sweet dessert	dessert	65
sweet fruit	dessert	65
anjou	fruit	65
wine grape	fruit	65
sweet fruit	fruit	65
pasta	food	65
sweet fruit	treat	65
edible thing	food	65
dessert	food	65
table wine	food	65
meal	food	65
red meat	food	65
edible thing	dish	65
sweet fruit	tasty	65
sweet fruit	food	65
consumable thing	snack	65
edible thing	snack	65
sweet fruit	snack	65
dessert	pastry	65
meal	lunch	65
pasta	carbohydrate	65
consumable thing	food	65
sweet dessert	food	65
sweet dessert	pastry	65
wine color	tint	66
wine color	color	66
meritage	blend	66
potable liquid	water	66
burgundy	color	66
wine color	visual characteristic	66
wine color	hue	66
wine grape	vine	67
cabernet franc	vine	67
wine grape	plant	67
wine descriptor	body	68
semillon	medium body	68
wine descriptor	body	68
red wine	acidity	69
wine grape	acidity	69
wine descriptor	acidity	69
muscadet	medium sweetness	69
merlot	mildly acidic	69
semillon	high acidity	69
pinot noir	high acidity	69
pinot blanc	high acidity	69
chenin blanc	high acidity	69
red wine	acidity	69
cabernet franc	high acidity	69
dry wine	high acidity	69
petite syrah	low acidity	69
muscadet	low acidity	69
meritage	high in acidity	69
gamay	low acidity	69
pinot noir	light acidity	69
semillon	high sugar content	69
cabernet franc	medium acidity	69
wine descriptor	acidity	69
late harvest	abundant	70
petite syrah	rich	70
white burgundy	rich	70
meursault	rich	70
sauterne	rich	70
merlot	rich	70
sancerre	light	70
wine flavor	light	70
pinot noir	light	70
muscadet	light	70
meal	boring	70
burgundy	rich	70
meal	healthy	70
rose wine	light	70
burgundy	rich	70
meursault	full-bodied	71
zinfandel	full-bodied	71
petite syrah	full-bodied	71
red wine	full-bodied	71
cabernet sauvignon	full-bodied	71
pinot blanc	light bodied	71
muscadet	light bodied	71
wine flavor	smoky	71
wine flavor	light-bodied	71
gamay	light-bodied	71
semillon	full-bodied	71
gamay	light bodied	71
cabernet franc	full-bodied	71
wine taste	light-bodied	71
merlot	full-bodied	71
wine flavor	full-bodied	71
dessert	decadent	71
chenin blanc	good aging potential	71
margaux	well-aged	71
pauillac	full-bodied	71
wine flavor	light-bodied	71
cabernet franc	full-bodied	71
burgundy	full-bodied	71
wine flavor	full-bodied	71
dry wine	full-bodied	71
meritage	full-bodied	71
sauterne	full-bodied	71
muscadet	versatile	72
tours	flexible	72
white table wine	versatile	72
meal	unhealthy	72
meal	consumable	72
cabernet franc	age-worthy	72
merlot	approachable	72
wine flavor	simple	72
chenin blanc	versatile	72
petite syrah	complex	72
petite syrah	well-balanced	72
gamay	easy to grow	72
margaux	complex	72
cabernet franc	complex	72
wine flavor	complex	72
meursault	complex	72
wine flavor	balanced	72
chenin blanc	food-friendly	72
white bordeaux	floral	73
muscadet	floral notes	73
dry riesling	floral notes	73
sancerre	floral aromas	73
wine descriptor	fruit	73
wine flavor	floral	73
white burgundy	floral	73
wine taste	floral	73
wine taste	floral	73
sweet riesling	floral	73
semillon	notes of citrus	73
dry riesling	honey notes	73
wine flavor	floral	73
dry riesling	citrus notes	73
gamay	floral	73
merlot	low in tannins	74
beaujolais	drinkable soon after release	74
petite syrah	high tannins	74
cabernet franc	high in acidity	74
cabernet franc	medium acidity	74
gamay	produces wine with low tannins	74
cabernet franc	medium tannins	74
gamay	low tannins	74
beaujolais	low tannins	74
pinot noir	low tannins	74
beaujolais	low in sulfites	74
semillon	low tannins	74
gamay	low tannins	74
pinot blanc	low tannins	74
chenin blanc	low tannins	74
merlot	low tannins	74
meritage	rich in tannins	74
beaujolais	low-tannin wine	74
beaujolais	low in tannins	74
petite syrah	high in tannins	74
fowl	wings	75
fowl	feathers	75
fowl	feathers for pillows	75
fowl	feathered	75
fowl	claws	75
fowl	feathers	75
fowl	wings	75
fowl	feathers	75
fowl	feathers	75
fowl	beaked	76
fowl	beak	76
fowl	beak	76
muscadet	easy to drink	77
wine flavor	earthy	77
cabernet franc	earthy	77
cabernet franc	vegetal	77
margaux	smooth	77
semillon	honeyed	77
merlot	mellow	77
meal	delicious	77
wine flavor	sweet	77
gamay	light body	77
white burgundy	buttery	77
pinot noir	light body	77
wine flavor	bitter	77
semillon	crisp	77
rose wine	crisp	77
wine flavor	delicate	77
wine grape	small	77
sauterne	sweet	77
wine grape	acidic	78
wine grape	alcoholic	78
pinot noir	acidic	78
consumable thing	gas	78
cabernet sauvignon	has high acidity	78
consumable thing	liquid	78
red burgundy	ruby red	79
chianti	ruby red	79
medoc	ruby red	79
beaujolais	vibrant red	79
italian wine	sparkling	79
red wine	burgundy	79
red table wine	burgundy	79
dry red wine	burgundy	79
red burgundy	burgundy	79
red bordeaux	burgundy	79
burgundy	rich red	79
rose wine	rosy	79
merlot	dark purple	79
red burgundy	dark crimson	79
red burgundy	dark red	79
petite syrah	dark red	79
red wine	dark red	79
full bodied wine	dark red	79
merlot	dark red	79
red bordeaux	dark red	79
chianti	dark red	79
burgundy	dark red	79
dry red wine	dark red	79
petite syrah	deep purple	79
merlot	deep purple	79
petite syrah	dark purple	79
cabernet franc	ruby red	79
merlot	ruby red	79
red wine	ruby red	79
red table wine	ruby red	79
dry red wine	deep red	79
cabernet franc	deep red	79
chianti	deep red	79
cabernet sauvignon	deep red	79
bordeaux	deep red	79
red bordeaux	deep red	79
red wine	deep red	79
zinfandel	deep red	79
burgundy	deep red	79
red burgundy	deep red	79
merlot	deep red	79
beaujolais	deep red	79
pinot noir	deep red	79
red table wine	deep red	79
medoc	deep red	79
zinfandel	ruby red	79
red bordeaux	ruby red	79
cabernet sauvignon	ruby red	79
bordeaux	ruby red	79
pinot noir	ruby red	79
petite syrah	ruby red	79
dry red wine	ruby red	79
full bodied wine	deep red	79
gamay	deep red	79
petite syrah	deep red	79
dry red wine	red	80
medoc	red	80
italian wine	red	80
rose wine	red	80
burgundy	red	80
pinot noir	red	80
sweet fruit	red	80
bordeaux	red	80
wine grape	red	80
table wine	red	80
wine descriptor	red	80
red wine	red	80
american wine	red	80
beaujolais	red	80
red table wine	red	80
full bodied wine	red	80
red burgundy	red	80
white bordeaux	white	80
wine grape	white	80
dessert wine	red	80
alsace wine	red	80
full bodied wine	dark	80
dessert wine	dark	80
white burgundy	white	80
potable liquid	white	80
italian wine	white	80
white wine	white	80
dry white wine	white	80
table wine	white	80
sancerre	white	80
american wine	white	80
white table wine	white	80
wine descriptor	white	80
alsace wine	white	80
gamay	red	80
chianti	red	80
dry white wine	clear	80
white bordeaux	clear	80
california wine	red	80
meritage	red	80
wine color	red	80
texas wine	red	80
wine grape	red	80
german wine	red	80
french wine	red	80
italian wine	red	80
american wine	red	80
table wine	red	80
dry wine	red	80
sweet wine	sticky	80
wine descriptor	medium	80
wine taste	medium	80
burgundy	bold	80
dry wine	light	80
wine flavor	light	80
dry wine	medium	80
wine descriptor	light	80
wine taste	light	80
sancerre	clear	80
potable liquid	clear	80
white table wine	clear	80
anjou	green	80
potable liquid	green	80
wine grape	green	80
white wine	clear	80
wine grape	black	80
full bodied wine	thick	80
pinot noir	ruby	80
red table wine	ruby	80
wine taste	red	80
alsace wine	white	80
potable liquid	blue	80
sweet fruit	green	80
sweet wine	honey	81
bordeaux	wine color	81
sauterne	honey	81
burgundy	wine-like	81
burgundy	wine color	81
bordeaux	wine	81
pinot blanc	pale yellow	82
petite syrah	purple	82
cabernet sauvignon	purple	82
sweet fruit	purple	82
red wine	purple	82
wine grape	purple	82
full bodied wine	purple	82
merlot	purple	82
red table wine	purple	82
cabernet franc	purple	82
bordeaux	purple	82
potable liquid	light brown	82
ice wine	amber	82
white wine	pale yellow	82
white burgundy	pale yellow	82
sancerre	pale yellow	82
white bordeaux	pale yellow	82
white table wine	pale yellow	82
dry white wine	pale yellow	82
beaujolais	pinkish	82
dessert wine	amber	82
sweet wine	amber	82
sauterne	amber	82
pinot blanc	light yellow	82
pinot blanc	pale gold	82
sweet fruit	orange	82
muscadet	pale yellow	82
wine grape	green	82
potable liquid	brown	82
ice wine	golden	82
white burgundy	yellow	82
potable liquid	yellow	82
sweet riesling	yellow	82
chardonnay	yellow	82
sweet fruit	yellow	82
wine taste	white	82
potable liquid	colorless	82
wine color	white	82
alsace wine	pink	82
beaujolais	pink	82
table wine	pink	82
rose wine	pink	82
anjou	yellow	82
anjou	brown	82
gamay	pink	82
sauterne	golden	82
white wine	golden	82
white table wine	golden	82
chardonnay	golden	82
wine descriptor	golden	82
sweet riesling	golden	82
white burgundy	golden	82
dessert wine	golden	82
muscadet	golden	82
pinot blanc	golden	82
sweet wine	golden	82
dessert	pie	83
dessert	cake	83
dessert	ice cream	83
dessert course	cake	83
dessert	tart	83
dessert course	cake	83
dessert course	tart	83
dessert	cake	83
dessert course	cake	84
dessert course	pudding	84
dessert course	pie	84
dessert	pie	84
dessert course	pie	84
dessert course	pie	84
dessert course	cake	84
dessert course	ice cream	84
dessert course	cookies	84
dessert course	pie	84
red meat	stew	84
dessert course	pie	84
red meat	burger	84
fruit course	strawberries	85
fruit course	bananas	85
fruit course	grapes	85
fruit course	raspberries	85
fruit course	blueberries	85
fruit course	bananas	85
fruit course	strawberries	85
fruit course	strawberries	85
