concept	property	cluster_label
individual	can be helpful	60
individual	values	61
individual	goals	61
individual	habits	61
individual	personality	61
taekwondo	master level	62
taekwondo	dobok	62
taekwondo	master	62
taekwondo	black belt	62
taekwondo	white belt	62
taekwondo	colored belts	62
taekwondo	colored belt	62
taekwondo	white	63
taekwondo	yellow	63
taekwondo	green	63
taekwondo	blue	63
taekwondo	colored	63
taekwondo	red	63
taekwondo	orange	63
taekwondo	black	63
breaststroke	improves cardiovascular endurance	64
backstroke	good for back muscles	64
weightlifting	improves muscle tone	64
weightlifting	increase bone density	64
backstroke	improves endurance	64
weightlifting	increased muscle mass	64
breaststroke	improves cardiovascular health	64
backstroke	improves posture	64
weightlifting	increases muscle mass	64
weightlifting	improves bone density	64
weightlifting	burns calories	64
weightlifting	increases strength	64
weightlifting	boosts metabolism	64
weightlifting	enhances athletic performance	64
backstroke	improves cardiovascular	64
weightlifting	improved bone density	64
cycling	muscle strength	64
backstroke	improves stroke efficiency	64
backstroke	works multiple muscle groups	64
weightlifting	improved overall health	65
weightlifting	improve overall health	65
weightlifting	improved overall health	65
weightlifting	improved mental health	65
cycling	environmentally friendly	66
cycling	environmental	66
windsurfer	dependent on wind	66
cycling	environmental impact	66
backstroke	low impact	66
cycling	environmental impact	66
cross country skiing	eco-friendly	66
cycling	social benefits	66
cycling	environmental benefits	66
aquatics	water treatment	66
cycling	fitness	67
taekwondo	fitness	67
floor exercise	fitness routine	67
athletics	physical health	67
cycling	fun	67
athlete	healthy lifestyle	67
athlete	balanced diet	67
cycling	health	67
cycling	exercise	67
taekwondo	fitness	67
weightlifting	bone density	67
cycling	mental health	67
cycling	physical fitness	67
weightlifting	physical fitness	67
long jump	physical fitness	67
triple jump	physical fitness	67
track and field	physical fitness	67
cycling	fitness	67
cycling	physical health	67
mixed team	increased perspectives	68
mixed team	learning from others	68
mixed team	diverse perspectives	68
mixed team	broader perspective	68
mixed team	broadened perspectives	68
mixed team	broader perspectives	68
mixed team	cultural exchange	68
mixed team	cross-cultural exchange	68
mixed team	learning from each other	68
mixed team	diversity of ideas	68
mixed team	diversity of perspectives	68
backstroke	full-body workout	69
backstroke	full body workout	69
breaststroke	full body workout	69
weightlifting	full range of motion	69
backstroke	full-body exercise	69
cycling	weight loss	70
weightlifting	weight loss	70
weightlifting	boost metabolism	70
weightlifting	muscle growth	70
weightlifting	strength gain	70
cycling	stress relief	70
weightlifting	fat loss	70
mixed team	enhancing communication	71
mixed team	enhanced teamwork	71
mixed team	increased understanding	71
synchronized platform	improved data accuracy	71
synchronized platform	increased productivity	71
synchronized platform	enhanced user experience	71
mixed team	improved relationships	71
synchronized platform	enhanced collaboration	71
mixed team	improved communication	71
synchronized platform	increased collaboration	71
individual	biological	72
individual	genotype	72
individual	dna	72
individual	phenotype	72
individual	has a nervous system	73
individual	living being	73
individual	alive	73
aquatics	dependent on water	73
individual	has a heart	73
individual	has language	73
individual	has dna	73
individual	has a brain	73
individual	human	74
individual	mammal	74
individual	human	74
individual	human	74
individual	culture	75
individual	religion	75
individual	nationality	75
individual	language	75
backstroke	arms	76
backstroke	legs	76
backstroke	torso	76
wrestling	legs	77
wrestling	back	77
wrestling	arms	77
backstroke	supine	78
backstroke	horizontal	78
breaststroke	horizontal	78
backstroke	face down	78
breaststroke	face down	78
breaststroke	supine	78
backstroke	relaxed	78
breaststroke	arms extended	78
backstroke	lying on back	78
luge	face down	78
backstroke	on back	78
breaststroke	streamlined	78
super g	australian brand	79
super g	australian product	79
super g	sanitarium	80
super g	kellogg's	80
super g	heinz	80
breaststroke	mouth out of water	81
backstroke	breathe every stroke	81
backstroke	head above water	81
breaststroke	breathing in while arms exit water	81
breaststroke	exhaling underwater	81
breaststroke	breathing out while arms enter water	81
breaststroke	head above water	81
equestrian	thoroughbred	82
equestrian	quarter horse	82
equestrian	arabian	82
equestrian	horse	82
rapid fire pistol	45acp	83
rapid fire pistol	5.7x28mm	83
rapid fire pistol	9mm	83
rapid fire pistol	large	84
air pistol	bb	84
rapid fire pistol	medium	84
air rifle	medium	84
air pistol	medium	84
air pistol	small	84
rapid fire pistol	small	84
air rifle	small	84
air rifle	large	84
air pistol	small-caliber	84
air pistol	tiny	84
tennis	game	85
air pistol	toy	85
air rifle	toy	85
air rifle	toy	85
water polo	ball game	86
badminton	racket sport	86
indoor volleyball	racket sport	86
badminton	racket sport	86
volleyball	racket sport	86
handball	ball game	86
badminton	racket sport	86
tennis	racket sport	86
snowboard	sports equipment	86
badminton	racquet sport	86
tennis	racket sport	86
aquatics	marine life	87
butterfly	insect	87
butterfly	animal	87
butterfly	beetle	87
butterfly	winged	87
butterfly	creepy-crawly	87
butterfly	pollinator	87
butterfly	metamorphosis	87
butterfly	winged insect	87
springboard	diving	88
diving	exploring underwater	88
synchronized springboard	diving	88
synchronized springboard	diving	88
springboard	diving	88
springboard	diving	88
diving	scuba diving	88
aquatics	diving	88
air rifle	hunting	88
diving	free diving	88
aquatics	diving	88
diving	snorkeling	88
swimmer	diving	88
platform	infrastructure	89
platform	it infrastructure	89
medal winners	competitors	89
medal winners	gold	89
platform	foundation	89
vault	banking	89
vault	architecture	89
super g	cereal	90
super g	healthy breakfast	90
super g	breakfast food	90
super g	breakfast food	90
aerials	signal degradation	91
aerials	interference	91
synchronized platform	synchronization issues	91
synchronized platform	scalability	91
synchronized platform	data consistency	91
synchronized platform	causal consistency	91
synchronized platform	synchronization complexity	91
synchronized platform	synchronizing data access	91
synchronized platform	scalability issues	91
giant slalom	obstacles	92
pursuit	setbacks	92
pursuit	obstacles	92
pursuit	difficulties	92
snowboard cross	obstacles	92
pursuit	failures	92
mixed team	conflicting interests	93
mixed team	different work styles	93
mixed team	adjusting to new teammates	93
mixed team	conflicting opinions	93
mixed team	different skill levels	93
gymnastics team competition	different skill levels	93
mixed team	differing opinions	93
mixed team	different playing styles	93
mixed team	communication	94
mixed team	trust building	94
mixed team	trust issues	94
team	communication	94
mixed team	communication barriers	94
snowboard cross	natural obstacles	94
mixed team	cultural differences	94
synchronized platform	performance	94
mixed team	language barriers	94
marathon	physical exhaustion	94
synchronized platform	deadlock	94
synchronized platform	starvation	94
triathlon	transition time	94
athlete	competitive	95
team	competitive	95
team	supportive	95
all-rounder	dedicated	95
athlete	focused	95
all-rounder	dedicated	95
all-rounder	persistent	95
all-rounder	persistent	95
all-rounder	hardworking	95
athlete	strong	95
team	motivated	95
athlete	determined	95
all-rounder	dedicated	95
heavyweight dinghy	maneuverable	96
athlete	physically fit	96
team	collaborative	96
event	flexible	96
all-rounder	versatile	96
athlete	flexible	96
team	cohesive	96
skiff	maneuverable	96
all-round	versatile	96
all-round	versatile	96
all-rounder	versatile	96
all-round	versatile	96
all-rounder	versatile	96
all-round	highly adaptable	96
athlete	fast	96
all-rounder	versatile	96
keelboat	maneuverable	96
heavyweight dinghy	stable	97
skiff	stable	97
springboard	stable	97
horizontal bar	stable	97
platform	flat	97
synchronized platform	uniform	97
heavyweight dinghy	durable	97
springboard	durable	97
synchronized platform	consistent state	97
platform	stable	97
breaststroke	smooth	97
keelboat	stable	97
breaststroke	efficient	97
heavyweight dinghy	slow to turn	97
backstroke	efficient	97
air rifle	accurate	97
synchronized platform	highly available	97
heavyweight dinghy	stable	97
dinghy	stable	97
equestrian	stable	97
moguls	icy	97
uneven bars	unstable	97
balance beam	highly balanced	97
parallel bars	identical height	98
pairs	matched	98
parallel bars	same height	98
pairs	set of duplicates	98
pairs	equal	98
pairs	identical	98
pairs	opposite	98
wrestling freestyle	quick movements	99
breaststroke	slow and controlled	99
weightlifting	slow and controlled	99
mixed team	unique dynamics	100
mixed team	diverse skills	100
balance beam	narrow	100
all-rounder	determined	100
pairs	unique	100
pairs	separate	100
aquatics	supporting life	100
mixed team	inclusive	100
aquatics	refreshing	100
pairs	distinct	100
team	diverse	100
women's team	diverse	100
all-rounder	persistent	100
individual	unique	100
pairs	together	100
mixed team	diverse	100
individual event	distinct	100
individual	complex	100
pursuit	goal-directed	101
wrestling freestyle	fast pace	101
taekwondo	fast-paced	101
windsurfer	thrill-seeking	101
pursuit	time-consuming	101
indoor volleyball	fast-paced	101
moguls	thrilling	101
mass start	fast-paced	101
badminton	fast-paced	101
synchronized platform	fault-tolerant	101
winter sport	slow-paced	101
moguls	exciting ride	101
aquatics	cold-blooded	101
winter sport	fast-paced	101
uneven bars	higher bar is shorter	102
uneven bars	lower bar is longer	102
balance beam	requires balance and coordination	103
decathlon	requires overall athleticism	103
triple jump	requires speed and power	103
ice dancing	requires strength and flexibility	103
balance beam	tested for strength and flexibility	103
uneven bars	requiring strength and balance	103
high jump	requiring technique and strength	103
archery	requires focus	103
aquatics	freshwater	104
aquatics	water	104
aquatics	estuaries	104
aquatics	water purification	104
aquatics	marine	104
aquatics	wetlands	104
aquatics	saltwater	104
aquatics	brackish	104
mixed team	teamwork	105
aquatics	supportive	105
team	cohesive	105
all-rounder	team player	105
team	competitive	105
mixed team	cooperative	105
team	cooperative	105
team	working together	105
mixed team	unified goal	105
pursuit	rewarding	105
team	cooperation	105
mixed team	cooperation	105
synchronized platform	coordinated	105
all-rounder	team player	105
synchronized platform	shared data	105
mixed team	collaborative	105
synchronized platform	harmonious	105
mixed team	mutual respect	105
springboard	flexible	106
gymnast	flexible	106
athlete	flexible	106
mixed team	flexible	106
pommel horse	springy	106
fencing	flexible	106
hurdles	flexible	106
floor exercise	flexible	106
springboard	springy	106
pursuit	enjoyment	106
butterfly	fragile	106
team	support	106
floor exercise	strength	106
breaststroke	popular	106
uneven bars	challenging	106
moguls	challenging	106
pursuit	challenging	106
butterfly	beautiful	106
team	trust	106
balance beam	flexible	106
all-round	confident	106
athlete	fast	106
individual event	isolated	106
bobsleigh	fast	106
keelboat	slow	106
heavyweight dinghy	slow	106
synchronized platform	reliable	106
all-rounder	leader	106
gymnast	athletic	106
downhill	long	106
balance beam	long	106
moguls	exciting	106
all-rounder	hardworking	106
athlete	strong	106
heavyweight dinghy	fast	106
platform	strong	106
gymnast	strong	106
heavyweight dinghy	strong	106
fencing	rigid	106
hurdles	rigid	106
all-rounder	adaptable	106
all-rounder	skilled	106
heavyweight dinghy	sturdy	106
keelboat	fast	106
all-rounder	well-rounded	107
all-round	renaissance person	107
all-round	well-rounded	107
all-round	well-rounded	107
all-rounder	multitalented	107
all-round	well-adjusted	107
all-round	multitalented	107
synchronized platform	real-time systems	108
synchronized platform	data consistency	108
synchronized platform	provides real-time updates	108
synchronized platform	low latency	108
breaststroke	energy-efficient	108
synchronized platform	real-time updates	108
synchronized platform	timestamped updates	108
synchronized platform	thread-safe	108
synchronized platform	highly scalable	108
synchronized platform	non-blocking	108
individual	beliefs	109
individual	beliefs	109
individual	intelligence	109
individual	knowledge	109
individual	thoughts	109
individual	thoughts	109
individual	has thoughts	109
individual	problem-solving	110
individual	problem solving	110
team event	problem-solving	110
individual	problem-solving	110
individual	can remember	111
individual	communication	111
individual	memory	111
individual event	memory formation	111
individual	learning	111
individual	memory	111
individual	can forget	111
pairs	everyday life	112
platform	everyday life	112
pairs	lifestyle	112
pairs	everyday life	112
pairs	everyday life	112
athlete	adequate rest	113
weightlifting	inadequate warm-up	113
weightlifting	poor form	113
weightlifting	overtraining	113
weightlifting	insufficient rest	113
wrestling	suplex	114
wrestling	takedown	114
wrestling freestyle	points for takedowns	114
wrestling	slam	114
wrestling	pinfall	114
judo	takedowns	114
wrestling freestyle	takedowns	114
artistic gymnastics	release moves	114
summer sport	baseball	115
summer sport	swimming	115
summer sport	tennis	115
team	communication	116
team	verbal	116
mixed team	multilingual	116
team	nonverbal	116
team	written	116
team	sharing information	116
team	coordinating	117
team	collaborating	117
team	collaboration	117
team	communication	117
team	cooperation	117
team	necessary	117
team	important	117
team	coordination	117
team	effective	117
mixed team	cultural exchange	117
mixed team	open communication	117
equestrian	horse stable	118
equestrian	horse club	118
equestrian	horse event organizer	118
weightlifting	weightlifting club	118
weightlifting	online forums	118
athletics	school track meet	119
track and field	school track meet	119
marathon	organized by city	119
cycling	local charity ride	119
winter sport	local tournament	119
track and field	local meets	119
triple jump	local meet	119
athletics	local meet	119
synchronized swimming	local competition	119
mixed team	for a friendly match	119
medal winners	local competition	119
cycling track	local competition	119
men's team	championship	119
olympic sport	championship	119
archery	local tournament	119
wrestling	local tournament	119
archery	tournament	119
athletics	school sports	119
race	local competition	119
nordic combined	olympic sport	120
javelin throw	olympic sport	120
giant slalom	olympic sport	120
luge	olympic sport	120
synchronized springboard	olympic sport	120
synchronized swimming	olympic sport	120
giant slalom	olympic sport	120
archery	olympic sport	120
ice dancing	olympic sport	120
mass start	olympic sport	120
swimmer	olympic sport	120
long jump	olympic sport	120
high jump	olympic event	120
bobsleigh	olympic sport	120
pole vault	olympic sport	120
fencing	olympic sport	120
luge	official sport	120
nordic combined	official sport	120
biathlon	featured in olympics	120
long jump	olympic event	120
javelin throw	olympic event	120
alpine combined	olympic sport	120
decathlon	olympic event	120
triple jump	olympic event	120
floor exercise	olympic sport	120
decathlon	olympic sport	120
hammer throw	olympic sport	120
luge	olympic sport	120
rhythmic gymnastics	olympic sport	120
taekwondo	olympic sport	120
archery	olympic	120
speed skating	olympic	120
ski jumping	olympic	120
pole vault	olympic	120
hammer throw	olympic event	120
synchronized springboard	olympic sport	120
pole vault	olympic competition	120
giant slalom	olympic competition	120
modern pentathlon	olympic sport	120
hammer throw	olympic sport	120
fencing	olympic sport	120
luge	olympic sport	120
decathlon	athletic competition	120
luge	olympic event	120
marathon	olympic sport	120
biathlon	olympic sport	120
pole vault	olympic sport	120
summer sport	olympic	120
winter sport	olympic sport	120
figure skating	olympic sport	120
skiing	olympic sport	120
figure skating	competing in olympics	120
javelin throw	olympic event	120
hammer throw	olympic event	120
pole vault	olympic event	120
beach volleyball	olympic sport	120
ski jumping	world cup	121
alpine skiing	world cup	121
winter sport	world cup	121
mass start	world cup event	121
giant slalom	world cup event	121
women's team	world cup	121
alpine combined	world cup event	121
alpine combined	world cup event	121
alpine combined	world cup	121
ski jumping	world cup	121
medal winners	world cup	121
alpine skiing	world cup	121
handball	european championship	121
ice dancing	national championships	122
synchronized swimming	national championships	122
hammer throw	national championships	122
speed skating	national championships	122
indoor volleyball	ncaa	122
