concept	property	cluster_label
social control	community	24
religious thought	community	24
politics and social change	community	24
social control	community	24
computer architecture	scalable	25
algorithm	quadratic	25
algorithm	scalable	25
information systems	scalable	25
artificial intelligence	scalable	25
systems and communications	scalable	25
networks	scalable	25
harmonic analysis and representation	discrete sine transform	25
computer architecture	memory access latency	25
harmonic analysis and representation	discrete cosine transform	25
harmonic analysis and representation	fast fourier transform	25
computer architecture	instructions per clock	25
algorithms	scalable	25
acoustics, dynamics, and controls	frequency response analysis	26
cosmochemistry	spectrum analysis	26
optics	spectrum analysis	26
signal processing	frequency response	26
harmonic analysis and representation	analyzes periodic signals	26
signal processing	frequency analysis	26
signal processing	frequency domain	26
digital circuits	frequency analysis	26
harmonic analysis and representation	spectral analysis	26
signal processing	analysis of signals	26
phonology	sound patterns	26
signal processing	frequency domain	26
harmonic analysis and representation	frequency domain	26
digital circuits	signal analysis	26
bioimaging and biomedical optics	spectral analysis	26
discrete mathematics and combinatorics	network analysis	26
harmonic analysis and representation	time-frequency domain	26
signal processing	time domain	27
signal processing	phase	27
dynamics/dynamical systems	phase portraits	27
harmonic analysis and representation	demodulation	27
dynamics/dynamical systems	phase portraits	27
dynamic systems	phase portraits	27
dynamics/dynamical systems	phase portrait	27
dynamic systems	phase portraits	27
dynamical systems	phase portrait	27
harmonic analysis and representation	time domain	27
harmonic analysis and representation	continuous	27
dynamical systems	phase portraits	27
ordinary differential equations	phase portraits	27
dynamics/dynamical systems	phase portrait	27
dynamics/dynamical systems	phase portraits	27
analytical chemistry	ions	28
analytical chemistry	compounds	28
biomaterials	alginate	28
biogeochemistry	chemical compounds	28
biomaterials	alginate	28
toxicology	poisons	28
pharmacology	reagents	28
analytical chemistry	molecules	28
phonology	phonological analysis	29
phonology	phonological rules	29
phonology	phonological rules	29
phonology	phonological processes	29
phonology	analysis of sound patterns	29
phonology	phoneme inventory	29
phonology	sound patterns in language	29
phonetics	phonological systems	29
phonology	phonological structure	29
phonology	phonological rules	29
phonology	phonological analysis	29
syntax	part-of-speech tagging	29
comparative and historical linguistics	phonological comparison	29
international economics	international financial markets	30
international economics	balance of payments	30
macroeconomics	national income accounting	30
international economics	monetary policy instruments	30
macroeconomics	trade balance	30
econometrics	economic data	30
macroeconomics	monetary policy	30
macroeconomics	economic indicators	30
economic theory	monetary policy	30
macroeconomics	economic fluctuations	30
macroeconomics	monetary policy	30
macroeconomics	monetary policy	30
labor economics	income distribution	30
macroeconomics	monetary policy	30
labor economics	labor market outcomes	30
economics	business cycles	30
economics	market structures	30
macroeconomics	balance of trade	30
macroeconomics	business cycles	30
agricultural and resource economics	market prices	30
macroeconomics	monetary policy	30
macroeconomics	fiscal policy	30
international economics	global financial crises	30
macroeconomics	monetary policy	30
forest biology	insects	31
developmental biology	fruit fly	31
forest biology	insects	31
forest biology	insects	31
parasitology	insects	31
parasitology	arachnids	31
forest biology	insects	31
crop sciences	pests	31
entomology	butterflies	31
entomology	beetles	31
entomology	ants	31
agronomy	pests	31
plant pathology	pests	31
horticulture	pests	31
forest biology	insects	31
entomology	bees	31
forest biology	mammals	32
forest biology	mammals	32
forest biology	mammals	32
forest biology	mammals	32
forest biology	small mammals	32
zoology	domesticated animals	32
forest biology	mammals	32
developmental biology	mice	32
forest biology	small mammals	32
forest biology	bigger mammals	32
nutrition	animal	32
forest biology	squirrels	32
forest biology	birds	33
forest biology	birds	33
animal science	birds	33
forest biology	birds	33
forest biology	birds	33
demography, population, and ecology	migratory	33
forest biology	birds	33
multi-vehicle systems	extra-large	34
forest biology	reptiles	34
forest biology	reptiles	34
forest biology	reptiles	34
multi-vehicle systems	large	34
multi-vehicle systems	small	34
animal science	reptiles	34
forest biology	reptiles	34
biochemical and biomolecular engineering	medical devices	35
electro-mechanical systems	medical devices	35
systems engineering	medical devices	35
polymer science	medical devices	35
tribology	medical devices	35
polymer and organic materials	medical devices	35
electrical and electronics	medical devices	35
materials chemistry	medical devices	35
biomedical	medical devices	35
electrical engineering	medical devices	35
biomaterials	medical devices	35
tribology	medical devices	35
digital circuits	medical devices	35
biological engineering	medical devices	35
ceramic materials	medical devices	35
condensed matter physics	medical devices	35
electrical and electronics	medical equipment	35
electromagnetics	medical equipment	35
medicine and health	syringe	35
biomechanical engineering	medical devices	35
medicine and health	stethoscope	35
mechanics of materials	medical devices	35
engineering science	medical devices	35
electro-mechanical systems	medical equipment	35
instrumentation	operating room	35
electro-mechanical systems	medical devices	35
electro-mechanical systems	medical equipment	35
photonics	medical devices	35
biomedical	medical equipment	35
electro-mechanical systems	medical equipment	35
biomaterials	medical devices	35
polymer chemistry	medical devices	35
animal science	anesthesia	35
electrical and electronics	medical device	35
instrumentation	stethoscope	35
systems engineering	medical devices	35
polymer chemistry	medical applications	35
biomedical	medical equipment	35
clinical nutrition	cardiology	35
systems and integrative engineering	medical devices	35
membrane science	medical devices	35
nanotechnology fabrication	medical devices	35
biochemical and biomolecular engineering	medical devices	35
mechanical engineering	medical devices	35
motor control	medical devices	35
biomechanical engineering	medical devices	35
entomology	syringe	35
biological engineering	medical devices	35
kinesiology	rehabilitation	36
exercise physiology	rehabilitation	36
exercise physiology	rehabilitation	36
social control	rehabilitation	36
psychology of movement	rehabilitation	36
exercise physiology	rehabilitation	36
kinesiology	rehabilitation medicine	36
kinesiology	rehabilitation	36
kinesiology	rehabilitation	36
clinical psychology	rehabilitation	36
biomechanical engineering	rehabilitation	36
social control	rehabilitation	36
kinesiology	rehabilitation strategies	36
psychology of movement	rehabilitation	36
biomechanical engineering	rehabilitation	36
neuroscience	rehabilitation	36
exercise physiology	rehabilitation	36
social control	rehabilitation	36
psychology of movement	rehabilitation	36
science	environmental conservation	37
poultry science	environmental sustainability	37
biological engineering	environmental conservation	37
plant breeding	environmental conservation	37
environmental engineering	environmental protection	37
forest management	sustainable forest certification	37
public affairs	environmental protection	37
geology	environmental conservation	37
plant science	environmental conservation	37
crop sciences	environmental sustainability	37
human geography	environmental issues	37
environmental microbiology	ecological conservation	37
environmental health	green infrastructure	37
agricultural and resource economics	natural resource conservation	37
entomology	ecological conservation	37
comparative physiology	ecological conservation	37
biogeochemistry	ecological conservation	37
parasitology	ecological conservation	37
plant science	ecological conservation	37
public policy	environmental protection	37
public economics	environmental protection	37
forest management	protect water quality	37
politics and social change	environmental protection	37
geology	environmental issues	37
earth science	conservation of natural resources	37
nature and society relations	environmental conservation	37
theory, knowledge, and science	environmental conservation	37
earth science	environmental conservation	37
nature and society relations	environmental conservation	37
toxicology	environmental regulation	37
fresh water studies	protecting water sources	37
terrestrial ecology	environmental conservation	37
biogeochemistry	ecological conservation	37
agricultural and resource economics	environmental protection	37
soil science	environmental protection	37
toxicology	environmental protection	37
agronomy	environmental protection	37
earth science	environmental conservation	37
biology and physics	environmental conservation	37
chemistry	environmental protection	37
biogeochemistry	environmental issues	37
life science	environmental conservation	37
microbial ecology	environmental conservation	37
soil science	environmental conservation	37
microbiology	environmental conservation	37
agricultural and resource economics	environmental conservation	37
human geography	environmental conservation	37
plant science	environmental conservation	37
science	environmental conservation	37
geography	environmental conservation	37
geology	environmental conservation	37
crop sciences	environmental conservation	37
electronic devices and semiconductor manufacturing	communication	38
pragmatics	communication	38
circuits	communications	38
english language and literature	communication	38
electrical engineering	communications	38
syntax	essential for communication	38
signal processing	communications	38
atomic, molecular and optical physics	communications	38
electrical and electronics	communication	38
networks	communication	38
human computer interfaces	communication	38
public administration	service delivery	38
information systems	communication	38
pragmatics	business communication	38
photonics	communications	38
electrical engineering	communications	38
electrical and electronics	communications	38
digital circuits	communicating data	38
hardware systems	communication	38
networks	communication	38
american material culture	communication	38
human computer interfaces	communication	38
computer engineering	communications	38
computer science	communication	38
photonics	communications	38
syntax	enable communication	38
applied linguistics	international communication	38
spanish linguistics	used for communication	38
networks	facilitating communication	38
computer architecture	communicating	38
systems and communications	communication	38
electronic devices and semiconductor manufacturing	communication	38
networks	communication	38
music	communication	38
harmonic analysis and representation	communications	38
structures and materials	communication	38
space vehicles	communication	38
hardware systems	communication	38
language description	communication	38
linguistics	communication	38
american material culture	enabling communication	38
electronic devices and semiconductor manufacturing	communication	38
french linguistics	communication	38
space vehicles	communication	38
circuits	communication	38
english language and literature	communication	38
byzantine and modern greek	communication	38
humanities	communication	38
electrical and electronics	communication	38
computer engineering	communication	38
music	communication	38
dynamics/dynamical systems	chemistry	39
fluid mechanics	chemical engineering	39
biomedical	chemistry	39
process control and systems	chemical plants	39
engineering physics	chemistry	39
scientific computing	chemistry	39
transport phenomena	chemical engineering	39
paleontology	chemicals	39
control theory	chemical plants	39
control theory	chemical plants	39
process control and systems	chemical	39
transport phenomena	chemical engineering	39
physical chemistry	chemical engineering	39
fluid dynamics	chemical engineering	39
fluid mechanics	chemical engineering	39
control theory	chemical engineering	39
composition	chemistry	39
process control and systems	chemical plants	39
language documentation	teaching language	40
applied linguistics	language teaching materials	40
phonology	language learning	40
neurolinguistics	language teaching	40
applied linguistics	language industry	40
phonology	language analysis	40
language documentation	learn language	40
language documentation	language learning	40
international and intercultural communication	cultural training	40
psycholinguistics	language acquisition	40
linguistic anthropology	language education	40
applied linguistics	language testing	40
german linguistics	language teaching	40
phonology	language teaching	40
applied linguistics	language education	40
english language and literature	teaching grammar	40
linguistic anthropology	language education	40
language documentation	language learning	40
linguistics	language teaching	40
phonology	language teaching	40
french linguistics	language teachers	40
comparative literature	teaching literature	40
applied linguistics	language education	40
psycholinguistics	how language is acquired	40
language documentation	communicate with native speakers	40
linguistic diversity	language education	40
applied linguistics	language teaching	40
applied linguistics	language learning	40
language documentation	provide language learning resources	40
applied linguistics	language teaching materials	40
anthropological linguistics	language education	40
phonology	language teaching	40
phonetics	language teaching	40
comparative and historical linguistics	language teaching	40
typological linguistics	language teaching	40
applied linguistics	language teaching	40
phonetics	language teaching	40
language documentation	language teaching	40
latin american languages and societies	language instruction	40
applied linguistics	language learning	40
linguistics	language learning	40
morphology	language learning	40
typological linguistics	language teaching	40
french linguistics	language teaching	40
morphology	language teaching	40
anthropological linguistics	language teaching	40
linguistics	language teaching	40
phonology	language teaching	40
psycholinguistics	language assessment	40
phonetics	language teaching	40
discourse linguistics	language teaching	40
pragmatics	language teaching	40
psycholinguistics	language teaching	40
sociolinguistics	language teaching	40
german linguistics	language teaching	40
phonetics	language teaching	40
applied linguistics	language teaching	40
syntax	understanding language	40
morphology	language teaching	40
morphology	language learning	40
international and intercultural communication	cross-cultural training	40
comparative and historical linguistics	language education	40
phonology	language teaching	40
french linguistics	language teaching	40
neurolinguistics	language learning	40
applied linguistics	language policy	41
applied linguistics	language documentation	41
comparative and historical linguistics	language documentation	41
typological linguistics	language documentation	41
german linguistics	language documentation	41
comparative and historical linguistics	language documentation	41
typological linguistics	language documentation	41
linguistics	language documentation	41
linguistic anthropology	language policy	41
anthropological linguistics	language documentation	41
sociolinguistics	language policy	41
language documentation	record language	41
typological linguistics	language policy	41
anthropological linguistics	language policy	41
language documentation	document language usage	41
phonology	language documentation	41
linguistic diversity	spoken	41
linguistics	language planning	41
linguistic diversity	written	41
linguistic diversity	language documentation	41
applied linguistics	language planning	41
linguistics	language planning	41
linguistic diversity	oral	41
mechanics of materials	mechanical	42
dynamic systems	physics	42
mathematics	physics	42
applied mathematics	physics	42
number theory	physics	42
numerical analysis	physics	42
partial differential equations	physics	42
engineering mechanics	physics	42
biomedical	physics	42
mineral physics	physics	42
number theory	physics	42
mathematics	physics	42
civil engineering	physics	42
analytical chemistry	instrumentation	42
ordinary differential equations	physics	42
dynamical systems	physics	42
algebra	physics	42
geometry and topology	physics	42
algebraic geometry	physics	42
probability	physics	42
algebra	science and engineering	42
number theory	physics	42
civil engineering	physics	42
scientific computing	physics	42
numerical analysis	physics	42
algebraic geometry	physics	42
partial differential equations	physics	42
algebraic geometry	physics	42
ordinary differential equations	physics	42
algebra	physics	42
dynamics/dynamical systems	physics	42
harmonic analysis and representation	physics	42
algebraic geometry	physics	42
models and methods	physics	42
aerospace engineering	physics	42
dynamic systems	physics	42
algorithm	cryptography	43
non-linear dynamic	cryptography	43
discrete mathematics and combinatorics	cryptography	43
algebraic geometry	cryptography	43
number theory	cryptography	43
quantum physics	cryptography	43
discrete mathematics and combinatorics	cryptography	43
algorithms	cryptography	43
algorithm	cryptography	43
quantum physics	cryptology	43
discrete mathematics and combinatorics	cryptography	43
networking	subnet mask	43
number theory	cryptography	43
algebraic geometry	cryptography	43
number theory	code breaking	43
computer science	cryptography	43
algorithms	cryptographic	43
logic and foundations of mathematics	cryptography	43
number theory	cryptography	43
algebraic geometry	cryptography	43
algorithm	cryptographic	43
digital communications	unencrypted	43
data storage systems	unencrypted	43
discrete mathematics and combinatorics	cryptography	43
algorithm	cryptography	43
systems and communications	unencrypted	43
discrete mathematics and combinatorics	computer science	44
computational neuroscience	improving artificial intelligence	44
set theory	computer science	44
computational linguistics	text processing	44
artificial intelligence	computer science	44
physics	computer science	44
algebraic geometry	computer science	44
process control and systems	hybrid	44
algebra	computer science	44
applied mathematics	designing computer networks	44
algebraic geometry	computer science	44
number theory	computer science	44
syntax	programming	44
syntax	programming	44
discrete mathematics and combinatorics	computer science	44
mathematics	computer science	44
software engineering	programming	44
computer engineering	computer	44
geometry and topology	computer science	44
compilers	programming	44
number theory	computer science	44
mathematics	computer science	44
geometry and topology	computer science	44
algebraic geometry	computer science	44
logic and foundations	computer science	44
discrete mathematics and combinatorics	computer science	44
algebra	computer science	44
mathematics	computer science	44
neuroscience	computer science	44
biology and physics	computer science	44
set theory	computer science	44
number theory	computer science	44
harmonic analysis and representation	computer science	44
engineering physics	computer science	44
applied mathematics	computer science	44
biomechanical engineering	computer science	44
neurolinguistics	study of language processing in the brain	45
cellular neuroscience	studying brain development	45
computational neuroscience	understanding brain function	45
cellular neuroscience	studying learning and memory	45
molecular neuroscience	study of brain function	45
computational neuroscience	brain decoding	45
biological psychology	brain structure	45
developmental neuroscience	understanding learning and memory	45
molecular neuroscience	understanding brain development	45
cognitive neuroscience	study of brain function	45
molecular neuroscience	brain	45
systems neuroscience	understanding brain function	45
molecular neuroscience	understanding brain function	45
neuroscience	understanding brain function	45
cellular neuroscience	understanding brain function	45
computational neuroscience	understanding brain function	45
computational neuroscience	understanding brain function	45
cellular neuroscience	understanding brain function	45
systems neuroscience	understanding of brain function in health and disease	45
computational neuroscience	neuroimage	45
membrane science	biotechnology	46
molecular genetics	biotechnology	46
biotransport	biotechnology	46
molecular biology	biotechnology	46
microbial ecology	biotechnology	46
catalysis and reaction engineering	biotechnology	46
physiology	biotechnology	46
organic chemistry	biotechnology	46
genetics	biotechnology	46
biological and chemical physics	biotechnology	46
life science	biotechnology	46
structural biology	biotechnology	46
biophysics	biotechnology	46
entomology	biotechnology	46
crop sciences	biotechnology	46
systems and integrative physiology	biotechnology	46
microbiology	biotechnology	46
biochemistry	biotechnology	46
morphology	biotechnology	46
physiology	biotechnology	46
biochemistry	biotechnology	46
chemical engineering	biotechnology	46
catalysis and reaction engineering	biotechnology	46
plant breeding	biotechnology	46
food microbiology	developing probiotic products	46
structural biology	improving biotechnology	46
plant pathology	biotechnology	46
life science	biotechnology	46
food microbiology	biotechnology	46
plant pathology	biotechnology	46
cell biology	biotechnology	46
developmental biology	biotechnology	46
physical chemistry	biotechnology	46
plant science	biotechnology	46
botany	biotechnology	46
molecular genetics	biotechnology	46
physiology	biotechnology	46
entomology	biotechnology	46
biophysics	biotechnology	46
systems and integrative physiology	biotechnology	46
life science	biotechnology	46
nanotechnology fabrication	biotechnology	46
computational biology	proteomics	46
biochemical and biomolecular engineering	biorefineries	46
bacteriology	biotechnology	46
developmental biology	agricultural biotechnology	46
genomics	agricultural biotechnology	46
microbiology	biotechnology	46
plant breeding	biotechnology	46
nanotechnology fabrication	biotechnology	46
poultry science	biotechnology	46
environmental engineering	biotechnology	46
plant science	biotechnology	46
developmental biology	synthetic biology	46
biochemical and biomolecular engineering	bioprocessing	46
computational biology	synthetic biology	46
bacteriology	biotechnology	46
microbial ecology	biotechnology	46
chemical engineering	biotechnology	46
microbial ecology	biotechnology	46
structural biology	biotechnology	46
biological engineering	bioprocessing	46
partial differential equations	economics	47
applied statistics	economics	47
numerical analysis	economics	47
mathematics	economics	47
mathematics	economics	47
ordinary differential equations	economics	47
applied mathematics	economics	47
agricultural and resource economics	production costs	47
partial differential equations	economics	47
dynamical systems	economics	47
economics	macroeconomics	47
economics	microeconomics	47
econometrics	macroeconomics	47
economic theory	macroeconomics	47
dynamic systems	economics	47
macroeconomics	aggregate economic variables	47
numerical analysis	economics	47
dynamics/dynamical systems	economics	47
econometrics	economics	47
econometrics	macroeconomics	47
economics	macroeconomics	47
macroeconomics	aggregate demand	47
mathematics	economics	47
dynamic systems	economic modeling	47
labor economics	economic models	47
economics	monetary policy	47
macroeconomics	macroeconomic models	47
labor economics	labor market analysis	47
econometrics	economic modeling	47
econometrics	macroeconomic policy	47
econometrics	microeconomic decision making	47
labor economics	labor market equilibrium	47
econometrics	microeconomics	47
navigation, guidance, control and dynamics	pilot's intuition	48
kinesiology	motion analysis	48
applied dynamics	predicting motion	48
applied dynamics	predicting motion	48
applied mechanics	predicting motion	48
applied dynamics	predicting motion	48
applied dynamics	predicting motion	48
engineering mechanics	predicting motion	48
applied dynamics	predicting motion	48
applied dynamics	predicting motion	48
applied mechanics	predicting motion	48
engineering mechanics	predicting motion	48
applied mechanics	predicting motion	48
mechanics of materials	predicting material behavior	48
applied dynamics	predicting motion	48
instrumentation	detecting physical phenomena	49
bioimaging and biomedical optics	sensing	49
photonics	sensing and detection	49
photonics	sensing	49
photonics	sensing	49
robotics	sensing capabilities	49
nanotechnology fabrication	sensing	49
instrumentation	detecting physical changes	49
computer architecture	embedded systems	50
computer engineering	embedded systems	50
computer architecture	embedded system	50
computer engineering	embedded systems	50
digital circuits	embedded systems	50
