concept	property	cluster_label
ecology	environmental management	32
soil science	environmental protection	32
geomorphology	environmental management	32
social sciences	environmental issues	32
ethics	environmental conservation	32
physical sciences	environmental conservation	32
biology	environmental conservation	32
science	environmental conservation	32
cultural geography	environmental conservation	32
soil science	environmental management	32
chemistry	materials science	33
electrochemistry	materials science	33
spectrometry	materials science	33
psychology	law enforcement	35
biometrics	law enforcement	35
criminology	law enforcement	35
psychology	law enforcement	35
biometrics	law enforcement	35
criminology	law enforcement	35
criminology	crime investigation	35
geophysics	mining	36
seismology	mining	36
geology	mining	36
geology	mining	36
sedimentology	mining	36
petrology	mining	36
geochemistry	mining	36
geology	mining	36
hydrogeology	mining	36
geochemistry	mineral exploration	36
earth sciences	mining	36
petrology	mining	36
geology	mining	36
petrology	mining	36
geophysics	mining	36
mineralogy	mining	36
earth sciences	mining	36
petrology	mineral exploration	36
sedimentology	mining	36
biometrics	banking	37
biometrics	banking	37
administrative science	budgeting	37
administrative science	budgeting	37
administrative science	financial management	37
criminology	social policy	38
political sociology	informing social policy	38
social sciences	social policy	38
sociology	social policy	38
urban sociology	social policy	38
behavioural sciences	social policy	38
behavioural sciences	social work	38
social sciences	social work	38
sociology	social work	38
social sciences	solving social problems	38
urban sociology	social policy	38
sociology	understanding social problems	38
linguistics	language planning	39
linguistics	dictionary	39
linguistics	language documentation	39
linguistics	grammar book	39
geophysics	oil exploration	40
seismology	oil and gas exploration	40
oceanography	ocean drilling	40
geochemistry	oil and gas exploration	40
geophysics	oil and gas exploration	40
sedimentology	oil exploration	40
seismology	oil exploration	40
petrology	oil exploration	40
seismology	oil and gas exploration	40
geology	oil and gas exploration	40
petrology	oil and gas exploration	40
sedimentology	oil and gas exploration	40
geophysics	oil and gas exploration	40
geology	oil exploration	40
petrology	oil exploration	40
geochemistry	oil exploration	40
oceanography	recreation	41
cybernetics	medical devices	42
electrotechnology	medical equipment	42
ionising radiation	medical equipment	42
electrotechnology	medical devices	42
ionising radiation	medical equipment	42
astronautics	life support systems	42
electrochemistry	medical devices	42
language policy	promotion	44
geopolitics	propaganda	44
politics	propaganda	44
behavioural sciences	marketing	44
language policy	community	45
urban sociology	community development	45
urban sociology	community development	45
rural sociology	community development	45
urban sociology	community development	45
cultural geography	community development	45
criminology	community development	45
rural sociology	community development	45
rural sociology	community development	45
political sociology	evaluating policy	46
sociology	informing public policy	46
ethnography	informing policy	46
chemistry	space exploration	47
physical sciences	space exploration	47
earth sciences	space exploration	47
plasma physics	space exploration	47
cybernetics	space exploration	47
spectrometry	space exploration	47
radiobiology	space exploration	47
earth sciences	space exploration	47
plasma physics	space exploration	47
science	space exploration	47
ionising radiation	space exploration	47
science	space exploration	47
physical sciences	space exploration	47
cybernetics	space exploration	47
nuclear physics	space exploration	47
contemporary history	space exploration	47
space science	spacecraft	47
space science	space exploration	47
modern history	space exploration	47
space science	space probes	47
astronautics	space suit	47
astronomy	space exploration	47
cindynics	space exploration	47
astronautics	space suits	47
earth sciences	space exploration	47
modern history	space exploration	47
ionising radiation	space exploration	47
space science	space suits	47
astronomy	space probes	47
astronomy	spacecraft	47
space science	space exploration	47
oceanography	weather forecasting	48
oceanography	climate modeling	48
bioclimatology	weather stations	48
space science	weather forecasting	48
meteorology	weather forecasting	48
climatology	weather forecasting	48
cindynics	weather forecasting	48
earth sciences	weather forecasting	48
climatology	weather patterns	48
meteorology	weather forecasting	48
cindynics	predicting weather	48
climatology	predicting weather patterns	48
oceanography	predicting weather patterns	48
meteorology	weather patterns	48
meteorology	climate modeling	48
meteorology	weather warning	48
climatology	weather forecasting	48
space science	weather forecasting	48
climatology	meteorology	48
astronomy	weather forecasting	48
meteorology	weather balloons	48
climatology	weather prediction	48
earth sciences	weather forecasting	48
geophysics	weather forecasting	48
meteorology	weather radar	48
earth sciences	weather radar	48
earth sciences	weather forecasting	48
meteorology	weather stations	48
geochemistry	atmospheric science	48
climatology	climate modeling	48
meteorology	climate modeling	48
meteorology	weather observation	48
geomorphology	meteorology	48
geochemistry	meteorology	48
hydrology	meteorology	48
soil science	meteorology	48
earth sciences	weather forecasting	48
mineralogy	industry	49
mineralogy	industry	49
science	industry	49
laser physics	industry	49
plasma physics	industry	49
laser physics	industry	49
metrology	industry	49
biochemistry	industry	49
metrology	industry	49
electronics	industry	49
metrology	industry	49
metrology	trade	49
chemistry	industry	49
information science	digital libraries	50
information science	digital libraries	50
information science	search engines	51
information science	search engine	51
information science	search engines	51
industrial chemistry	pigments	52
industrial chemistry	dyes	52
industrial chemistry	dyes	52
histology	staining solutions	52
histology	staining	52
spectrometry	pharmaceuticals	53
analytical chemistry	pharmaceuticals	53
industrial chemistry	pharmaceuticals	53
industrial chemistry	pharmaceuticals	53
analytical chemistry	pharmaceutical industry	53
applied sciences	climate change	54
bioclimatology	climate change	54
climatology	climate change	54
meteorology	climate change	54
oceanography	understanding global climate	54
space science	climate change research	54
earth sciences	climate change research	54
climatology	climate change research	54
climatology	climate change	54
hydrogeology	hydrological cycles	54
meteorology	climate change research	54
ethnology	preserving cultural heritage	55
archaeology	preserving cultural heritage	55
language policy	preserve culture	55
archaeology	preserving cultural heritage	55
historical geography	preserving cultural heritage	55
rural sociology	cultural heritage	55
archaeology	cultural heritage	55
behavioural sciences	policy making	56
ethnography	policy making	56
political science	policy making	56
rural sociology	policy making	56
economic geography	policy making	56
human geography	policy making	56
cultural geography	policy making	56
social sciences	policy making	56
criminology	policy making	56
ethnology	policy making	56
pharmacology	route of administration	56
human geography	policy making	56
rural sociology	policy making	56
human geography	policy making	56
political science	policy making	56
political geography	policy-making	56
human geography	policy-making	56
behavioural sciences	policy-making	56
behavioural sciences	public policy	56
administrative science	public policy	56
social sciences	public policy	56
geographical information system	emergency response	57
meteorology	aviation and navigation	58
space science	navigation	58
cartography	navigation	58
space science	navigation	58
geographical information system	navigation	58
geodesy	navigation	58
cartography	navigation	58
metrology	facilitating trade	59
metrology	commerce	59
economics	international trade	59
economic geography	international trade	59
political geography	international trade	59
economic geography	international trade	59
analytical chemistry	forensic science	60
criminology	forensic science	60
spectrometry	forensic science	60
genetics	forensic science	60
genetics	forensic science	60
criminology	forensic science	60
spectrometry	forensic science	60
life sciences	forensic science	60
histology	forensic science	60
analytical chemistry	forensic science	60
earth sciences	ocean resource management	61
oceanography	marine conservation	61
oceanography	fisheries management	61
oceanography	coastal engineering	61
oceanography	monitoring ocean health	61
histology	diagnosis	62
parasitology	diagnosis	62
pharmacology	diagnosis	62
histology	diagnosis	62
cytology	diagnosis	62
cytology	diagnosis of diseases	62
histology	diagnosis of diseases	62
psychometric test	diagnosis	62
cytology	diagnosis	62
photochemistry	water purification	63
electrochemistry	water purification	63
soil science	filtering water	63
photochemistry	water purification	63
industrial chemistry	water treatment	63
industrial chemistry	purification	63
electrochemistry	water purification	63
photochemistry	water purification	63
soil type	filtering water	63
soil type	filtering water	63
hydrogeology	water treatment	63
ionising radiation	scientific research	64
mathematics	science	64
geographical information system	scientific research	64
metrology	science	64
metrology	scientific research	64
ionising radiation	medical treatments	65
ionising radiation	cancer treatment	65
radiobiology	cancer treatment	65
photochemistry	cancer treatment	65
psychoanalysis	therapy	65
behavioural sciences	therapy	65
psychology	therapy	65
psychoanalysis	therapy	65
cytology	therapy	65
parasitology	treatment	65
pharmacology	treatment	65
ionising radiation	medical treatments	65
cytology	medical treatment	65
nuclear physics	medical treatment	65
parasitology	medical treatment	65
histology	medical treatment	65
cytology	medical treatment	65
pharmacology	medical treatment	65
life sciences	medical treatment	65
ionising radiation	medical treatment	65
plasma physics	medical treatment	65
ionising radiation	medical treatment	65
plasma physics	medical treatments	65
nuclear physics	medical treatments	65
life sciences	medical treatments	65
ionising radiation	cancer treatment	65
geochemistry	mineral exploration	66
petrology	mineral exploration	66
sedimentology	mineral exploration	66
volcanology	mineral exploration	66
seismology	mineral exploration	66
volcanology	resource exploration	66
mineralogy	resource extraction	66
stem cell	tissue engineering	67
stem cell	tissue engineering	67
cytology	cell culture	67
stem cell	tissue engineering	67
histology	study of microscopic structure of tissues	67
cytology	histology	67
cytology	genomics	67
genetics	genomics	67
histology	understanding tissue function	67
psychoanalysis	individual therapy	68
psychometric test	psychologist	68
psychoanalysis	counseling	68
psychoanalysis	group therapy	68
psychoanalysis	counseling	68
behavioural sciences	mental health	68
psychoanalysis	mental health	68
psychology	mental health	68
psychometric test	diagnose mental health	68
oceanography	shipping	69
multilingualism	travel	69
bilingualism	travel	69
bilingualism	travel	69
electrotechnology	lighting	70
electrotechnology	light bulb	70
geochemistry	understanding earth's history	71
geology	earth's history	71
cybernetics	control and communication in machines	72
cybernetics	control and communication	72
cybernetics	control systems	72
cybernetics	control systems	72
zoology	animal welfare	73
zoology	wildlife management	73
zoology	ecotourism	73
botany	ecotourism	73
zoology	wildlife management	73
bioclimatology	conservation biology	73
life sciences	conservation biology	73
industrial sociology	workplace	74
psychology	business	74
sociology	business	74
zoology	camera	75
optics	cameras	75
zoology	camera	75
archaeology	camera	75
biometrics	camera	75
petrology	mineralogy	76
sedimentology	mineral extraction	76
ionising radiation	industrial applications	77
industrial chemistry	production of plastics	77
industrial chemistry	production of chemicals	77
industrial chemistry	manufacturing	77
laser physics	material processing	77
industrial chemistry	production of materials	77
information science	information retrieval	78
information science	knowledge management	78
information science	data retrieval	78
information science	information retrieval	78
geographical information system	querying	78
geographical information system	data retrieval	78
information science	information retrieval	78
information science	information retrieval	78
geographical information system	querying	78
astronautics	spacecraft design	79
aerodynamics	car aerodynamics	79
aerodynamics	wind turbine design	79
aerodynamics	airplane design	79
aerodynamics	aircraft design	79
stem cell	disease modeling	80
stem cell	cancer treatment	80
cytology	understanding disease	80
radiobiology	nuclear medicine	80
spectrometry	medical research	80
life sciences	medical research	80
genetics	medical research	80
stem cell	regenerative medicine	80
life sciences	medical research	80
stem cell	cancer research	80
parasitology	public health	80
bioclimatology	public health	80
social sciences	public health	80
parasitology	medical research	80
science	developing new technologies	81
applied sciences	developing new technologies	81
genetics	agriculture	82
zoology	agriculture	82
climatology	agriculture	82
life sciences	food production	82
biochemistry	food production	82
botany	agriculture	82
zoology	agriculture	82
genetics	agriculture	82
life sciences	agriculture	82
biology	agriculture	82
soil analysis	agriculture	82
soil science	agriculture	82
botany	agriculture	82
soil analysis	agriculture	82
zoology	agriculture	82
meteorology	agriculture	82
agronomy	farm equipment	82
soil type	growing crops	82
plant taxonomy	agriculture	82
soil science	agriculture	82
biology	agriculture	82
soil type	agriculture	82
bioclimatology	agriculture	82
parasitology	agriculture	82
genetics	agriculture	82
life sciences	agriculture	82
biochemistry	agriculture	82
thermodynamics	heating and cooling systems	83
thermodynamics	cooling systems	83
thermodynamics	heating and cooling	83
thermodynamics	refrigeration	83
applied sciences	practical application	85
neurobiology	developing treatments	85
life sciences	developing treatments	85
pharmacology	developing new treatments	85
neurobiology	developing treatments for neurological disorders	85
applied sciences	practical applications	85
soil analysis	waste management	86
economic geography	gis	87
cartography	gis	87
political geography	gis	87
human geography	gis	87
geographical information system	spatial data	87
geographical information system	mobile gis	87
geographical information system	web gis	87
human geography	gis mapping	87
economic geography	gis mapping	87
historical geography	gis software	87
cartography	gis software	87
ionising radiation	food irradiation	88
radiobiology	food irradiation	88
electrochemistry	batteries	89
electrochemistry	battery	89
electrochemistry	batteries	89
electrochemistry	electroplating	90
electrochemistry	electroplating	90
electrochemistry	electroplating	90
hydrogeology	water supply	91
geomorphology	hydrology	91
sedimentology	hydrology	91
hydrogeology	hydrology	91
hydrogeology	water movement	91
soil science	hydrology	91
hydrology	water conservation	91
hydrology	water management	91
hydrogeology	water management	91
hydrology	water movement	91
hydrology	water quality	91
hydrogeology	groundwater flow	91
hydrology	water resource management	91
hydrogeology	water resource management	91
hydrology	water supply	91
hydrogeology	water supply	91
hydrology	water distribution	91
hydrogeology	water quality	91
hydrology	flood control	91
soil chemistry	filtering water	91
hydrogeology	water supply	91
life sciences	biotechnology	92
biology	biotechnology	92
industrial chemistry	biotechnology	92
botany	biotechnology	92
industrial chemistry	pharmaceutical	92
spectrometry	biology	92
dna	biotechnology	92
ionising radiation	industrial processing	93
laser physics	industrial processing	93
ionising radiation	industrial processes	93
ionising radiation	industrial processes	93
mineralogy	industrial processes	93
economic geography	transportation	94
space science	rover	94
electrotechnology	transportation	94
biometrics	access control	95
biometrics	access control	95
biometrics	access control	95
biometrics	access control	95
ionising radiation	cancer treatment	96
stem cell	regenerative medicine	96
stem cell	regenerative medicine	96
applied sciences	improving healthcare	96
radiobiology	cancer treatment	96
enzyme	highly effective	96
stem cell	regenerative medicine	96
geochemistry	environmental monitoring	97
hydrogeology	environmental monitoring	97
geomorphology	environmental monitoring	97
soil analysis	environmental monitoring	97
petrology	environmental monitoring	97
geophysics	environmental monitoring	97
cartography	environmental monitoring	97
mineralogy	environmental monitoring	97
sedimentology	environmental monitoring	97
geology	environmental monitoring	97
analytical chemistry	environmental monitoring	97
spectrometry	environmental monitoring	97
soil analysis	environmental monitoring	97
petrology	environmental monitoring	97
geographical information system	environmental monitoring	97
photochemistry	environmental monitoring	97
hydrology	environmental monitoring	97
biochemistry	environmental monitoring	97
sedimentology	environmental monitoring	97
cybernetics	environmental monitoring	97
hydrogeology	monitoring water levels	97
hydrology	monitoring	97
hydrogeology	monitoring	97
geochemistry	environmental monitoring	97
mineralogy	environmental monitoring	97
hydrogeology	environmental monitoring	97
spectrometry	environmental monitoring	97
cartography	environmental monitoring	97
sedimentology	environmental monitoring	97
geochemistry	environmental monitoring	97
volcanology	environmental monitoring	97
soil analysis	environmental monitoring	97
geographical information system	environmental monitoring	97
petrology	environmental monitoring	97
political sociology	social justice	98
human geography	social justice	98
criminology	social justice	98
historical geography	social justice	98
cultural geography	social justice	98
social sciences	social justice	98
sociology	social justice	98
ethnology	social justice	98
rural sociology	social justice	98
sociology	social justice	98
urban sociology	social justice	98
agronomy	food security	99
ethnology	philosophy	100
cybernetics	philosophy	100
philosophy of science	empiricism	100
applied sciences	practical	101
ethnology	anthropology	102
human geography	anthropology	102
archaeology	anthropology	102
archaeology	excavation of ruins	102
archaeology	analysis of artifacts	102
prehistoric	cave paintings	103
information science	data science	104
mathematics	statistics	104
mathematics	statistics	104
mathematics	statistics	104
sexuality	opposite gender	106
archaeology	dating	106
sexuality	same gender	106
sexuality	same sex	106
sexuality	opposite-sex	106
sexuality	same-sex	106
sexuality	opposite sex	106
sexuality	platonic	107
sexuality	physical	107
sexuality	neither	107
sexuality	both	107
sexuality	romantic	107
sexuality	emotional	107
living language	emotional connection	107
albert einstein	nobel prize in physics	108
albert einstein	copley medal	108
atom	forms bonds	110
personality	antisocial	110
personality	antisocial	110
fundamental particle	wavicle	110
personality	cooperative	110
personality	passive	110
personality	competitive	110
microorganism	single-celled	111
embryo and foetus	slow	111
microorganism	single-celled	111
plant taxonomy	multicellular	111
animal taxonomy	multicellular	111
plant taxonomy	autotrophic	111
animal taxonomy	heterotrophic	111
microorganism	single-celled	111
fundamental particle	particle-like	112
acoustics	wave propagation	112
fundamental particle	fermionic	112
personality	selfish	113
personality	dishonest	113
fundamental particle	point-like	114
personality	honest	114
personality	assertive	114
personality	helpful	114
personality	dominant	114
personality	submissive	114
personality	passive	114
multilingualism	passive	114
bilingualism	passive	114
neurobiology	improving cognitive function	115
bilingualism	cognitive benefits	115
bilingualism	cognitive development	115
bilingualism	cognitive benefits	115
multilingualism	enhanced cognitive abilities	115
bilingualism	enhanced cognitive abilities	115
multilingualism	brain development	115
bilingualism	career opportunities	116
multilingualism	job opportunities	116
economics	full employment	116
multilingualism	career opportunities	116
bilingualism	career opportunities	116
bilingualism	professional opportunities	116
multilingualism	professional opportunities	116
multilingualism	access to more information	116
soil chemistry	decomposition	117
stem cell	induced	117
radiobiology	cell death	117
genetics	mutation	118
albert einstein	1879	119
albert einstein	1879	119
albert einstein	1879	119
psychoanalysis	austria	120
albert einstein	germany	120
albert einstein	german	120
albert einstein	swiss	120
animal taxonomy	vertebrate	121
animal taxonomy	mammal	121
animal taxonomy	reptile	121
animal taxonomy	invertebrate	121
animal taxonomy	fish	121
mathematics	pure	122
mathematics	applied	123
metrology	science of measurement	124
metrology	measurement	124
metrology	study of measurement	124
metrology	study of measurement systems	124
politics	government	125
psychometric test	individual	125
politics	legislative	125
politics	legislative	125
politics	parliament	125
politics	presidency	125
politics	executive	125
political science	public administration	125
politics	congress	125
politics	judicial	125
language policy	government	125
politics	executive	125
chemistry	atoms	126
nuclear physics	study of atomic nucleus	126
nuclear physics	particle physics	126
mineralogy	physics	126
nuclear physics	atomic nucleus	126
nuclear physics	study of atomic nucleus	126
nuclear physics	nuclear reactions	126
volcanology	science	127
astronomy	science	127
optics	science	127
cartography	science	127
meteorology	science	127
mineralogy	science	127
agronomy	science	127
mineralogy	scientific study	127
geodesy	science	127
genetics	science	127
science	natural science	127
astronomy	natural science	127
chemistry	experimental	127
philosophy	science	127
biology	scientific study	127
cytology	science	127
chemistry	physical	127
zoology	natural sciences	127
plasma physics	physical	127
plasma physics	applied	127
nuclear physics	scientific	127
pharmacology	scientific	127
chemistry	experimental science	127
geochemistry	natural sciences	127
geophysics	natural sciences	127
mineralogy	natural sciences	127
analytical chemistry	natural sciences	127
geology	natural sciences	127
astronomy	scientific	127
geology	scientific	127
analytical chemistry	physical	127
oceanography	physical	127
nuclear physics	physical	127
thermodynamics	physical	127
industrial chemistry	physical	127
mathematics	science	127
philosophy of science	scientific	127
psychology	science	127
optics	study of light	127
metrology	science	127
genetics	science	127
nuclear physics	science	127
analytical chemistry	science	127
histology	science	127
electrotechnology	science	127
geodesy	science	127
psychology	natural	127
nuclear physics	natural	127
chemistry	natural	127
geodesy	scientific discipline	127
metrology	science	127
metrology	science	127
history	science	127
oceanography	scientific discipline	127
mineralogy	natural sciences	127
neurobiology	science	127
geochemistry	natural sciences	127
biochemistry	natural sciences	127
zoology	science	127
botany	science	127
metrology	science	127
philosophy of science	natural sciences	127
analytical chemistry	natural science	127
psychology	natural science	127
chemistry	natural science	127
nuclear physics	natural science	127
neurobiology	interdisciplinary field	127
biochemistry	interdisciplinary field	127
chemistry	natural sciences	127
biology	natural sciences	127
geophysics	natural sciences	127
metrology	natural science	127
geology	natural sciences	127
soil science	earth science	128
mineralogy	earth science	128
petrology	earth science	128
sedimentology	earth science	128
volcanology	earth science	128
space science	planetary science	128
hydrology	earth science	128
geomorphology	earth science	128
soil science	branch of earth sciences	128
geomorphology	earth sciences	128
mineralogy	earth sciences	128
geochemistry	earth sciences	128
seismology	earth sciences	128
geology	earth sciences	128
geophysics	earth sciences	128
petrology	earth sciences	128
hydrology	earth sciences	128
hydrology	earth sciences	128
mineralogy	earth science	128
geophysics	study of earth	128
geochemistry	study of earth's composition	128
soil science	earth science	128
soil science	branch of earth science	128
soil science	branch of earth sciences	128
petrology	earth sciences	128
geodesy	earth sciences	128
geochemistry	earth sciences	128
geochemistry	earth sciences	128
astronomy	planetary science	128
space science	planetary science	128
geochemistry	geophysics	128
seismology	geophysics	128
sedimentology	earth sciences	128
geomorphology	earth sciences	128
geodesy	earth sciences	128
geology	earth sciences	128
seismology	earth sciences	128
geochemistry	earth sciences	128
geophysics	earth sciences	128
volcanology	earth sciences	128
oceanography	branch of earth science	128
soil science	earth sciences	128
mineralogy	earth sciences	128
petrology	earth sciences	128
hydrogeology	ecology	129
oceanography	ecology	129
geochemistry	ecology	129
botany	ecology	129
soil science	ecology	129
agronomy	ecology	129
bioclimatology	ecology	129
life sciences	ecology	129
bioclimatology	branch of ecology	129
life sciences	ecology	129
biology	ecology	129
soil analysis	ecology	129
geology	ecology	129
zoology	ecology	129
hydrology	ecology	129
bioclimatology	biogeography	129
climatology	ecology	129
life sciences	ecology	129
bioclimatology	ecology	129
life sciences	ecology	129
biology	ecology	129
cybernetics	biology	129
ecology	conservation biology	129
soil science	ecology	129
life sciences	ecology	129
zoology	ecology	129
cybernetics	biology	129
geochemistry	biology	129
psychoanalysis	biology	129
life sciences	ecology	129
hydrology	groundwater	130
hydrogeology	underground water	130
astronomy	study of stars	131
science	astronomy	131
science	astronomy	131
physical sciences	astronomy	131
earth sciences	astronomy	131
cosmology	astrophysics	131
space science	astrophysics	131
astronomy	astrophysics	131
space science	astrobiology	131
geodesy	stars	131
space science	stellar astronomy	131
astronomy	stellar astronomy	131
geodesy	astronomy	131
space science	astronomy	131
astronomy	study of galaxies	131
astronomy	study of celestial objects	131
astronomy	study of celestial objects	131
space science	stars	131
cindynics	branch of astronomy	131
astronomy	astrobiology	131
astronomy	study of planets	131
optics	astronomy	131
science	astronomy	131
earth sciences	astronomy	131
astronomy	study of stars	131
space science	galaxies	131
astronomy	study of planets	131
cosmology	astrophysics	131
space science	astrophysics	131
space science	astronomy	131
cosmology	astronomy	131
thermodynamics	astronomy	131
earth sciences	astronomy	131
optics	astronomy	131
science	astronomy	131
space science	galaxies	131
astronomy	galaxies	131
space science	astrophysics	131
plasma physics	astrophysics	131
space science	astronomy	131
cosmology	astronomy	131
geodesy	astronomy	131
space science	astronomy	131
oceanography	ocean chemistry	132
oceanography	geological oceanography	132
earth sciences	oceanography	132
oceanography	biological oceanography	132
oceanography	chemical oceanography	132
oceanography	physical oceanography	132
oceanography	chemical oceanography	132
seismology	oceanography	132
oceanography	biological oceanography	132
hydrology	oceanography	132
oceanography	physical oceanography	132
geomorphology	oceanography	132
oceanography	marine biology	132
earth sciences	oceanography	132
oceanography	study of oceans	132
hydrology	oceanography	132
oceanography	marine science	132
earth sciences	oceanography	132
oceanography	marine science	132
geophysics	oceanography	132
earth sciences	weather	133
climatology	meteorology	133
meteorology	weather forecasting	133
earth sciences	meteorology	133
geology	meteorology	133
meteorology	study of weather	133
climatology	meteorology	133
earth sciences	meteorology	133
climatology	meteorology	133
earth sciences	meteorology	133
climatology	weather	133
meteorology	weather	133
earth sciences	weather	133
cindynics	branch of meteorology	133
