concept	property	cluster_label
cognitive psychology	education	22
psychology	education	22
herpetology	education	22
home economics	curriculum	22
archeology	education	22
physiological psychology	learning	22
comparative psychology	education	22
developmental psychology	education	22
dietetics	education	22
euthenics	education	22
cognitive neuroscience	improving education	22
experimental psychology	improving education	22
brain science	improving education	22
applied psychology	education	22
psychology	education	22
sociolinguistics	education	22
vertebrate paleontology	educational purposes	22
cognitive science	learning	22
psychology	learning	22
clinical psychology	education	22
paleontology	educational programs	22
applied psychology	education and training	22
cognitive neuroscience	education	22
brain science	education	22
cognitive science	education	22
cognitive psychology	education	22
behaviorism	education	22
experimental psychology	education	22
applied psychology	education	22
developmental psychology	education	22
physiology	education	22
dialect geography	education	22
social psychology	education	22
proxemics	education	22
marine archeology	education	22
psychology	education	22
avionics	surveillance	23
cryptanalysis	intelligence agencies	23
epidemiology	surveillance systems	23
epidemiology	surveillance	23
cryptanalysis	intelligence gathering	23
avionics	surveillance	23
biometrics	surveillance	23
biometrics	surveillance	23
pomology	fruit conservation	24
pomology	enhancing fruit quality	24
pomology	improving fruit quality	24
pomology	enhancing fruit quality	24
pomology	enhancing fruit quality	24
pomology	increasing fruit yield	24
pomology	increasing fruit yield	24
pomology	improving fruit quality	24
pomology	improving fruit quality	24
pomology	improving fruit quality	24
dietetics	private practice	25
home economics	career choices	25
problem solving	professional	25
electronics	professional	25
home economics	career choices	25
organic chemistry	agriculture	26
forestry	agriculture	26
agrology	agricultural engineering	26
meteorology	agricultural planning	26
genomics	agriculture	26
lepidopterology	agriculture	26
molecular biology	agriculture	26
meteorology	agriculture	26
biogeography	agriculture	26
agrobiology	agriculture	26
life science	agriculture	26
biotechnology	agriculture	26
topography	agriculture	26
biochemistry	agriculture	26
molecular genetics	agriculture	26
bacteriology	agriculture	26
zoology	agriculture	26
botany	agriculture	26
entomology	agriculture	26
aerology	agriculture	26
climatology	agriculture	26
compound morphology	agriculture	26
biology	agriculture	26
genetics	agriculture	26
genetic engineering	agriculture	26
bioclimatology	agriculture	26
agrobiology	agriculture	26
veterinary medicine	farm management	26
mammalogy	agriculture	26
genetics	agriculture	26
biology	agriculture	26
biochemistry	agriculture	26
agronomy	agriculture	26
biology	agriculture	26
agrobiology	agriculture	26
geodesy	precision agriculture	26
agrology	livestock management	26
genomics	agriculture	26
natural history	agriculture	26
mammalogy	agriculture	26
life science	agriculture	26
agronomy	farm equipment	26
botany	agriculture	26
agrology	farming equipment	26
zoology	agriculture	26
chemistry	agriculture	26
botany	agriculture	26
agrology	farm management	26
ethology	agriculture	26
biotechnology	agriculture	26
biochemistry	agriculture	26
molecular biology	agriculture	26
biosystematics	agriculture	26
aerology	agriculture	26
pharmacy	medical devices	27
dietetics	hospital	27
traumatology	hospital	27
cybernetics	medical devices	27
thermionics	medical devices	27
solid state physics	medical devices	27
plasma physics	medical equipment	27
anesthesiology	anesthesia machine	27
biomedicine	medical equipment	27
angiology	cardiology	27
thermionics	medical devices	27
traumatology	intensive care	27
traumatology	emergency medicine	27
exodontics	anesthesia	27
thermionics	medical equipment	27
pneumatics	medical equipment	27
plasma physics	medical equipment	27
pneumatics	medical equipment	27
enzymology	medical applications	27
anesthesiology	anesthesia machines	27
thoracic medicine	cardiology	27
therapeutics	human	28
home economics	daily life	28
home economics	daily life	28
classical mechanics	everyday life	28
civics	everyday life	28
orology	everyday life	28
home economics	everyday life	28
home economics	everyday life	28
arithmetic	everyday life	28
orology	daily life	28
problem solving	everyday life	28
medical science	medication	29
serology	medicine	29
neurobiology	medicine	29
pathology	medicine	29
euthenics	medicine	29
physiology	medicine	29
anatomy	medicine	29
medical science	therapeutic device	29
gross anatomy	medicine	29
molecular genetics	personalized medicine	29
genomics	personalized medicine	29
proteomics	personalized medicine	29
pharmacogenetics	personalized medicine	29
pharmacokinetics	personalized medicine	29
therapeutics	remedy	29
internal medicine	medications	29
veterinary medicine	medications	29
pharmacogenetics	personalized medicine	29
biomedical science	personalized medicine	29
proteomics	personalized medicine	29
immunopathology	personalized medicine	29
phytochemistry	plant-based medicines	29
pharmacogenetics	tailoring medication	29
kinematics	medicine	29
catoptrics	medicine	29
thoracic medicine	chronic obstructive pulmonary disease	29
macrobiotics	traditional chinese medicine	29
therapeutics	treating diseases	29
applied mathematics	medicine	29
medicine	doctor's office	29
genomics	personalized medicine	29
proteomics	personalized medicine	29
pharmacogenetics	personalized medicine	29
medicine	healthcare product	29
veterinary medicine	medications	29
pharmacogenetics	personalized medicine	29
genomics	personalized medicine	29
pharmacogenetics	tailoring drug therapy	29
harmonics	acoustics	30
harmonics	acoustics	30
acoustics	room acoustics	30
harmonics	acoustics	30
biometrics	acoustic	30
pneumatics	volume-sensitive	30
paleography	dating manuscripts	31
paleography	dating ancient texts	31
paleodendrology	dating ancient events	31
etymology	historical documents	31
paleography	dating historical documents	31
paleography	dating of texts	31
paleodendrology	dating of events	31
paleodendrology	dating archaeological sites	31
paleography	dating of manuscripts	31
paleography	dating manuscripts	31
paleography	dating manuscripts	31
paleography	dating historical documents	31
paleography	dating of manuscripts	31
cryobiology	long-term storage of biological samples	32
cryogenics	preservation of biological samples	32
cryobiology	preservation of biological samples	32
cryobiology	preservation of biological samples for research	32
pteridology	herbarium	32
cryogenics	storing biological samples	32
cryogenics	preservation of biological materials	32
bacteriology	food safety	33
protozoology	food safety	33
agrobiology	food security	33
agrology	food security	33
entomology	food security	33
mycology	food safety	33
microbiology	food safety	33
protozoology	food safety	33
bacteriology	food safety	33
microbiology	food safety	33
toxicology	product safety	33
genetic engineering	food safety	33
toxicology	food safety	33
genetic engineering	safety protocols	33
metrology	industry standards	33
dietetics	food labels	33
veterinary medicine	food safety	33
protozoology	food safety	33
bacteriology	food safety	33
veterinary medicine	food safety	33
bacteriology	food safety	33
thermionics	heating systems	34
biometrics	thermal	34
thermochemistry	heating and cooling	34
thermodynamics	heating and cooling	34
thermionics	heating	34
electromagnetism	heating	34
thermionics	heating and cooling	34
thermionics	application of heat and electricity	34
thermionics	heating	34
thermodynamics	heating and cooling systems	34
thermochemistry	heating and cooling systems	34
thermionics	heating and cooling systems	34
thermionics	electric heaters	34
thermionics	heated filament	34
thermionics	heating elements	34
paleogeology	reconstructing ancient environments	35
stratigraphy	reconstructing ancient environments	35
paleomammalogy	reconstructing ancient environments	35
paleozoology	reconstructing ancient environments	35
paleobotany	reconstructing ancient environments	35
vertebrate paleontology	reconstructing ancient environments	35
paleoecology	reconstructing ancient environments	35
paleobiology	reconstructing ancient environments	35
paleobiology	reconstructing ancient environments	35
paleontology	reconstructing ancient environments	35
stratigraphy	reconstructing ancient environments	35
paleomammalogy	reconstructing past environments	35
paleoethnography	reconstructing past environments	35
paleogeography	study of ancient landscapes	35
paleobotany	reconstructing ancient environments	35
vertebrate paleontology	reconstructing ancient environments	35
paleogeography	reconstructing ancient environments	35
paleobotany	reconstructing ancient environments	35
paleoethnography	reconstruction of past environments	35
speleology	underground environments	35
paleoanthropology	reconstructing ancient environments	35
paleogeography	reconstructing ancient landscapes	35
paleozoology	reconstructing ancient environments	35
paleobotany	reconstructing ancient environments	35
paleogeology	reconstructing ancient environments	35
paleobotany	reconstructing ancient environments	35
paleobiology	reconstructing ancient environments	35
paleoecology	reconstructing ancient environments	35
paleontology	reconstructing ancient environments	35
paleoecology	reconstruction of ancient environments	35
paleogeography	reconstruction of ancient environments	35
paleoclimatology	reconstruct ancient climates	35
paleogeography	reconstructing ancient environments	35
paleoecology	reconstructing past environments	35
paleoecology	study of ancient environments	35
paleoecology	reconstruction of ancient environments	35
paleornithology	reconstruction of ancient bird habitats	35
dietetics	sports performance	36
kinematics	sports	36
dynamics	sports	36
kinesiology	sports	36
sports medicine	athletics	36
physiology	sports	36
sports medicine	sports	36
prosthetics	sports	36
myology	sports	36
paleography	authenticating documents	37
thanatology	death certificates	37
paleography	authenticating historical documents	37
paleography	authenticating manuscripts	37
paleography	authenticating historical documents	37
paleography	authenticating manuscripts	37
topology	physics	38
pure mathematics	physics	38
analytic geometry	physics	38
numerical analysis	physics	38
algebra	physics	38
trigonometry	physics	38
mechanics	physics	38
integral calculus	physics	38
applied mathematics	physics	38
calculus	physics	38
mechanics	physics	38
differential calculus	physics	38
group theory	physics	38
analytic geometry	physics	38
differential calculus	physics	38
biophysics	physics	38
fourier analysis	used in physics and engineering	38
classical mechanics	physics lab	38
mechanics	physicists	38
astrodynamics	physicists	38
dynamics	physics	38
hyperbolic geometry	modern physics	38
mechanics	physics	38
arithmetic	science and engineering	38
vector algebra	physics	38
group theory	physics	38
analytic geometry	physics	38
differential calculus	physics	38
classical mechanics	physics experiments	38
astrometry	testing general relativity	38
vector algebra	physics	38
integral calculus	physics	38
matrix algebra	physics	38
differential calculus	physics	38
integral calculus	physics	38
trigonometry	physics	38
algebra	physics	38
calculus	physics	38
pure mathematics	physics	38
applied mathematics	physics	38
calculus	physics	38
kinematics	studying physics	38
biophysics	application of physics to biology	38
linear algebra	physics	38
mathematics	physics	38
matrix algebra	physics	38
integral calculus	physics	38
quadratics	physics	38
topology	physics	38
correlation	science	38
differential calculus	applications in physics	38
differential calculus	physics	38
analytic geometry	computer graphics	39
hyperbolic geometry	computer graphics	39
triangulation	computer graphics	39
matrix algebra	computer graphics	39
projective geometry	computer graphics	39
analytic geometry	computer graphics	39
triangulation	computer graphics	39
triangulation	computer graphics	39
solid geometry	computer graphics	39
vector algebra	3d modeling	39
architectonics	3d modeling	39
fractal geometry	computer graphics	39
triangulation	computer graphics	39
geometry	computer graphics	39
geometry	computer graphics	39
applied mathematics	computer graphics	39
quadratics	computer graphics	39
fractal geometry	computer graphics	39
analytic geometry	computer graphics	39
vector algebra	computer graphics	39
analytic geometry	used in computer graphics	39
matrix algebra	computer graphics	39
linear algebra	computer graphics	39
projective geometry	computer graphics	39
triangulation	computer graphics	39
non-euclidean geometry	computer graphics	39
vector algebra	computer graphics	39
spherical geometry	computer graphics	39
analytic geometry	computer graphics	39
geometry	computer graphics	39
hyperbolic geometry	computer graphics	39
numerical analysis	computer graphics	39
topology	analysis of functions	40
algebra	data analysis	40
mathematics	data analysis	40
econometrics	data analysts	40
partial correlation	data analysis	40
applied mathematics	data analysis	40
biometrics	statistical analysis	40
applied mathematics	network analysis	40
forensic medicine	computational analysis	40
information science	data processing	40
nonparametric statistics	to analyze data without normality assumption	40
applied mathematics	analyzing data	40
information science	data analysis	40
arithmetic	data analysis	40
nonparametric statistics	analyzing categorical data	40
linear programming	operations research	40
nonparametric statistics	analyzing categorical data	40
egyptology	computational methods	40
spurious correlation	careful data analysis	40
correlation	data analysis	40
analysis	data processing	40
formal semantics	database query	40
microeconomics	data analysis	40
zoology	data collection software	40
set theory	data analysis	40
spurious correlation	data mining	40
econometrics	data analysis	40
applied mathematics	data analysis	40
triangulation	data processing	40
information science	data analytics	40
correlation	data analysis	40
partial correlation	data analysis	40
negative correlation	data analysis	40
curvilinear correlation	data analysis	40
partial correlation	data science	40
information science	data mining	40
linear algebra	data analysis	40
set theory	data analysis	40
nonparametric statistics	data analysis	40
mathematics	data analysis	40
vector algebra	data analysis	40
numerical analysis	data analysis	40
numerical analysis	data analysis	40
algebra	data analysis	40
information science	data analysis	40
curvilinear correlation	data analysis	40
matrix algebra	data analysis	40
psychopharmacology	anxiety treatment	41
psychopharmacology	depression treatment	41
cognitive neuroscience	treatments for mental disorders	41
physiological psychology	treatment of mental disorders	41
social psychology	mental health and therapy	41
psychodynamics	psychological treatment	41
psychodynamics	mental health treatment	41
physiological psychology	psychopharmacology	41
clinical psychology	treats mental health	41
applied psychology	mental health treatment	41
psychology	mental health treatment	41
clinical psychology	mental health treatment	41
psychopharmacology	schizophrenia treatment	41
neuroscience	psychological treatment	41
psychodynamics	psychological treatment	41
psychopharmacology	treatment of anxiety	41
psychopharmacology	treatment of mental disorders	41
physiological psychology	treatments for mental disorders	41
psychotherapy	mental health treatment	41
psychodynamics	psychological treatment	41
psychodynamics	treating mental disorders	41
medicine	topical	41
psychotherapy	mental health treatment	41
psychopharmacology	treatment of schizophrenia	41
psychopharmacology	treating mental disorders	41
psychopharmacology	psychological effects	41
psychodynamics	psychotherapy	41
psychopharmacology	treatment of depression	41
psychopharmacology	treatment of mental disorders	41
physiological psychology	understanding mental disorders	41
experimental psychology	mental health treatment	41
phonology	language processing	42
lexical semantics	computational linguistics	42
linguistics	natural language processing	42
compound morphology	natural language processing	42
lexical semantics	natural language processing	42
historical linguistics	language reconstruction	42
formal semantics	natural language processing	42
semantics	natural language processing	42
lexical semantics	natural language processing	42
linguistics	natural language processing	42
information science	natural language processing	42
descriptive linguistics	natural language processing	42
descriptive grammar	natural language processing	42
lexical semantics	natural language processing	42
linguistics	natural language processing	42
lexical semantics	natural language understanding	42
computational linguistics	natural language processing	42
information science	natural language processing	42
syntax	natural language processing	42
descriptive linguistics	natural language processing	42
semantics	natural language processing	42
derivational morphology	natural language processing	42
neurolinguistics	natural language processing	42
morphology	natural language processing	42
synchronic linguistics	language planning	42
descriptive linguistics	natural language processing	42
dialect geography	language planning	42
descriptive linguistics	language planning	42
linguistics	computational linguistics	42
historical linguistics	language reconstruction	42
formal semantics	natural language processing	42
formal semantics	computational linguistics	42
computational linguistics	natural language processing	42
information science	natural language processing	42
linguistics	language planning	42
syntax	natural language processing	42
descriptive grammar	natural language processing	42
linguistics	natural language processing	42
lexical semantics	natural language processing	42
pragmatics	natural language processing	42
semantics	natural language processing	42
information science	natural language processing	42
compound morphology	natural language processing	42
inflectional morphology	natural language processing	42
computational linguistics	natural language processing	42
cognitive science	computer science	43
algebra	computer science	43
metamathematics	computer science	43
mathematics	computer science	43
pure mathematics	computer science	43
topology	computer science	43
applied mathematics	computer science	43
calculus	computer science	43
differential calculus	computer science	43
mathematics	computer science	43
cybernetics	computer systems	43
computational linguistics	computer science	43
linear programming	dynamic programming	43
algebra	computer science	43
pure mathematics	computer science	43
applied mathematics	computer science	43
applied mathematics	designing algorithms	43
differential calculus	computer science	43
analytic geometry	computer science	43
set theory	computer science	43
group theory	computer science	43
set theory	computer science	43
quadratics	computer science	43
syntax	programming	43
mathematics	computer programming	43
algebra	computer programming	43
syntax	program	43
semantics	computation	43
analytic geometry	computer science	43
metamathematics	computer science	43
topology	computer science	43
linear programming	computer science	43
group theory	computer science	43
syntax	programming	43
electronics	computing	43
biometrics	algorithmic	43
syntax	programming	43
cybernetics	computer science	43
metamathematics	computer science	43
mathematics	computer science	43
differential calculus	computer science	43
craniometry	studying human evolution	44
paleogeography	studying evolution	44
paleobiology	understanding evolution	44
paleomammalogy	understanding mammalian evolution	44
paleogeography	evolution of life	44
herpetology	understanding evolution	44
paleoecology	understanding evolutionary history	44
embryology	evolution	44
craniometry	study of human evolution	44
developmental anatomy	evolution	44
zoology	evolution	44
cytogenetics	studying evolution	44
systematics	study of evolution	44
molecular genetics	understanding of evolution	44
paleobiology	understanding evolutionary processes	44
vertebrate paleontology	understanding modern species	44
paleobiology	understanding evolution	44
craniometry	studying human evolution	44
paleomammalogy	understanding evolution	44
comparative anatomy	understanding evolutionary relationships	44
craniometry	evolutionary biology	44
comparative anatomy	studying evolution of life	44
vertebrate paleontology	understanding modern species	44
paleozoology	understanding evolution	44
vertebrate paleontology	understanding evolution	44
paleoecology	understanding evolution	44
paleobiology	understanding evolution	44
systematics	studying evolution	44
paleoethnography	understanding human evolution	44
comparative anatomy	understanding human evolution	44
vertebrate paleontology	understanding evolution	44
paleoecology	understanding evolutionary processes	44
comparative anatomy	evolutionary biology	44
paleontology	understanding evolution	44
cytogenetics	studying evolution	44
comparative anatomy	understanding evolution	44
electronics	chip	45
electronics	chip	45
electronics	chips	45
electronics	microchip	45
solid state physics	microprocessors	45
quantum mechanics	computer chips	45
quantum physics	computer chips	45
quantum mechanics	computer chips	45
quantum physics	computer chips	45
quantum mechanics	computer chips	45
electronics	computer hardware	45
thermionics	electronic devices	45
quantum physics	computer chip	45
electronics	microchip	45
brain science	computing	46
quantum mechanics	computing	46
cognitive science	computing	46
numerical analysis	computational biology	46
trigonometry	analyzing data	46
correlation	analyzing data	46
numerical analysis	scientific computing	46
numerical analysis	scientific computing	46
applied mathematics	scientific computing	46
neurobiology	computational neuroscience	46
hemodynamics	diagnosis of cardiovascular disease	47
hemodynamics	diagnosing cardiovascular disease	47
nuclear medicine	heart disease diagnosis	47
hematology	treating blood diseases	47
hematology	diagnosis and treatment of blood disorders	47
nuclear medicine	cardiovascular disease	47
hemodynamics	diagnosing heart failure	47
pharmacogenetics	cardiovascular disease	47
nuclear medicine	diagnosing heart disease	47
hemodynamics	diagnosis of cardiovascular disease	47
nuclear medicine	cardiovascular disease diagnosis	47
hemodynamics	diagnosis of heart disease	47
hemodynamics	cardiovascular disease diagnosis	47
paleoanthropology	archaeology	48
paleornithology	archaeological findings	48
sumerology	archaeological findings	48
protoarcheology	ancient artifacts	48
protohistory	archaeological	48
protoarcheology	archeology	48
paleontology	archaeology	48
dermatoglyphics	anthropology	48
stratigraphy	archaeological research	48
marine archeology	recovery of historical artifacts	48
paleodendrology	archaeology	48
paleoethnography	archaeology	48
craniology	archaeology	48
paleobiology	archaeology	48
paleography	archaeology	48
paleontology	archaeology	48
craniometry	archaeology	48
craniology	archaeology	48
physical anthropology	archaeology	48
paleoanthropology	archaeological findings	48
protohistory	archaeological	48
physical anthropology	archaeology	48
protohistory	archaeology	48
electronics	glass	49
optics	mirrors	49
catoptrics	mirrors in buildings	49
problem solving	reflective	49
optics	mirrors	49
catoptrics	mirrors	49
electronics	glass	49
descriptive grammar	enhancing clarity	49
electron optics	mirror	49
electron optics	mirrors	49
catoptrics	mirrors	49
genetics	forensic science	50
toxicology	forensic medicine	50
pathology	forensic medicine	50
genomics	forensic analysis	50
physical anthropology	forensic analysis	50
paleoanthropology	forensic analysis	50
thanatology	forensic analysis	50
dermatoglyphics	forensic tool	50
dermatoglyphics	forensic investigation	50
physical anthropology	forensic science	50
criminology	forensic science	50
craniology	forensic analysis	50
forensic medicine	crime scene investigation	50
dermatoglyphics	criminal investigations	50
forensic medicine	crime scene investigation	50
molecular genetics	forensic analysis	50
forensic medicine	crime scene investigation	50
dermatoglyphics	forensic science	50
dermatoglyphics	used in forensic science	50
cryptanalysis	forensic analysis	50
comparative anatomy	forensic science	50
dermatoglyphics	forensic investigation	50
dermatoglyphics	crime scene investigation	50
paleodendrology	climate reconstruction	51
climatology	climate modeling	51
natural science	climate research	51
bioclimatology	climate modeling	51
meteorology	climate modeling	51
meteorology	climate modeling	51
astrophysics	climate modeling	51
paleoclimatology	climate modeling	51
aerology	climate modeling	51
oceanography	climate modeling	51
applied mathematics	climate modeling	51
solar physics	climate modeling	51
climatology	climate modeling	51
paleogeology	climate science	51
paleogeography	climatology	51
hypsography	climatology	51
topography	climatology	51
natural history	climate data	51
aeromechanics	aircraft design	52
fluid mechanics	aircraft design	52
aeronautics	design and construction of aircraft	52
aeronautics	aircraft design	52
aeronautics	aircraft design	52
aeromechanics	aircraft design	52
aeromechanics	design of airplanes	52
astrodynamics	spacecraft design	52
aeromechanics	design of aircraft	52
aeromechanics	aircraft design	52
astrodynamics	spacecraft design	52
aeromechanics	wind turbines	53
hydrodynamics	designed water turbines	53
aeromechanics	wind tunnels	53
aeromechanics	wind turbines	53
aeromechanics	wind turbine	53
aeromechanics	wind turbine design	53
aeromechanics	wind tunnel	53
aeromechanics	wind turbine	53
fluid mechanics	turbines	53
aeromechanics	wind turbines	53
hydrodynamics	water turbines	53
paleopathology	understanding disease evolution	54
epidemiology	investigating causes of disease	54
paleopathology	studying disease evolution	54
physical anthropology	analyzing human health	54
paleopathology	understanding the evolution of disease	54
structural genomics	understanding disease mechanisms	54
paleopathology	reconstructing disease history	54
paleopathology	understanding of disease evolution	54
cytology	understanding diseases	54
immunochemistry	study of autoimmune disorders	54
paleopathology	understanding disease evolution	54
paleopathology	understanding disease evolution	54
virology	understanding disease mechanisms	54
paleopathology	reconstructing ancient disease patterns	54
pharmacokinetics	understanding side effects	54
paleopathology	understanding disease prevalence	54
structural genomics	studying disease mechanisms	54
developmental anatomy	understanding disease	54
protozoology	study of diseases	54
immunochemistry	study of immune system	54
cytogenetics	understanding cancer development	54
paleopathology	understanding disease evolution	54
cytology	understanding disease	54
cytology	understanding disease	54
paleopathology	comparing with modern diseases	54
developmental anatomy	understanding disease	54
embryology	understanding disease	54
virology	host-pathogen interaction	54
nosology	involves understanding of disease causes	54
cytogenetics	understanding cancer	54
developmental anatomy	understanding human disease	54
teratology	understanding disease	54
solid state physics	electronic devices	55
solid state physics	electronics	55
metallurgy	electronics	55
thermionics	early electronic devices	55
avionics	hardware	55
avionics	electronic	55
thermionics	electronic devices	55
electrostatics	electronic devices	55
thermionics	electronics	55
biometrics	electronic	55
metallurgy	electronics	55
electronics	consumer electronics	55
thermionics	electronic devices	55
biometrics	electronic	55
thermionics	electronic devices	55
electronics	device	55
avionics	digital	55
mineralogy	electronics	55
electronics	gadget	55
quantum mechanics	electronics	55
aeronautics	military use	56
