property	cluster_label
used for safety	5
important for safety	5
built for safety	5
built for durability	5
providing safety	5
requires safety equipment	5
prioritizes emergency vehicles	4
used for emergency services	4
used for emergency	4
used for emergencies	4
used in emergency	4
used for emergency situations	4
used for ambulance	4
has menus	3
have restaurants	3
used for cooking	3
has meals	3
can be eaten	3
serves food	3
stored in special facilities	3
has storage	3
has waiters	3
used for seafood	3
processes fish	3
catches fish	3
used for fishing	3
can be digested	3
used for food storage	3
have storage for fish	3
used for storage	3
has breakfast	3
used for refrigerated goods	3
have fishing gear	3
used in food	3
used for catching fish	3
has special licenses	2
issues permits	2
requires permits	2
involves permits	2
allowed with permits	2
have special permits	2
used for anchoring	1
used for mooring	1
used for docking	1
used for undocking	1
process of docking	1
requires mooring	1
requires anchoring	1
have anchors	1
helps with docking	1
designed for ocean travel	0
use jet fuel	0
has road markings	0
used for crossing	0
used for traffic	0
issued by government	0
has traffic signs	0
generate thrust	0
required by law	0
showing flight timings	0
varies by country	0
important for transportation	0
used in commercial	0
generate high speed	0
used for harvesting	0
determined by railway companies	0
has lanes	0
used for planning trips	0
used in buses	0
showing arrival and departure dates	0
provide services	0
located in farms	0
showing flight routes	0
located in fields	0
showing flight frequencies	0
used for plowing	0
used for carrying	0
found in water	0
published by airlines	0
showing departure and arrival times	0
showing layovers	0
found in air	0
located underwater	0
required for driving	0
showing flight numbers	0
found in soil	0
filled with gas	0
providing orientation	0
providing directions	0
used for long distance travel	0
used for boat lift	0
have mechanical systems	0
used in trucks	0
used for water flow management	0
way of communication	0
used for directions	0
used in traffic	0
used in engines	0
holds liquid	0
large in size	0
located on trains	0
used for water transportation	0
used for transporting people	0
used for repair	0
have cables	0
mechanized equipment	0
located near rivers	0
have waterways	0
used for naval warfare	0
used for amphibious assault	0
used for perishable goods	0
has luggage space	0
controlled by operators	0
moveable	0
providing information	0
mechanical device	0
helping navigation	0
transports oil	0
used for waterways	0
used in shipbuilding	0
used for supporting industries	0
used in buildings	0
used in marine engineering	0
used in naval architecture	0
used in ship repair	0
have equipment	0
attached to ships	0
located in canals	0
used for cargo handling	0
uses wires	0
transfers information	0
used in transportation	0
used in communication	0
used in data transmission	0
navigated by ships	0
used in agriculture	0
used in cars	0
used for water level control	0
long distances	0
helps with navigation	0
used for air travel	0
have cargo	0
used for water sports	0
have economic importance	0
used for racing	0
made of roads	0
made of rails	0
used for buses	0
has stops	0
used in harbors	0
used in shipyards	0
hurts citizens	0
located near oceans	0
used for receiving goods	0
used for exporting goods	0
carries different gauge trains	0
used in multiple countries	0
have policies	0
has different rail sizes	0
used for international transport	0
has different track widths	0
used for freight transport	0
used for passenger transport	0
have sailors	0
located by water	0
has signs	0
used for cruises	0
assists with crew	0
assists with repairs	0
assists with fuel	0
assists with maintenance	0
specializes in maritime services	0
have gates	0
transport people	0
used for international travel	0
contains delivery details	0
used for boats	0
large quantities	0
carried by ships	0
includes oil	0
used for economies	0
used for towing	0
contains cargo details	0
located in shipyards	0
used for maritime	0
located in open sea	0
used for vacations	0
used for speed	0
run by officials	0
has separate tracks	0
used for border crossing	0
required by regulations	0
restriction on imports	0
car with wheels	0
car with seats	0
car with lights	0
car with mirrors	0
car with windows	0
car with doors	0
powered by electricity	0
used in navigation	0
used for high speeds	0
used in maritime	0
used for commuter	0
have overhead wires	0
have fire hoses	0
used for marine firefighting	0
have water cannons	0
assists with cargo	0
used for engineering	0
used in freight	0
located in highways	0
made of asphalt	0
car with brakes	0
car with driver	0
car with engine	0
targeting specific countries	0
works on behalf of company	0
drivers	0
hurts businesses	0
used for economy	0
located in countries	0
owned by companies	0
hurts economy	0
network of waterways	0
connects rivers	0
owned by individuals	0
have private rooms	0
used for refineries	0
long distance	0
used for oil transport	0
used for business	0
driven on roads	0
used for high-value goods	0
means of international trade	0
used in shipping industries	0
located in train stations	0
used for special operations	0
used for bulk goods	0
passengers	0
requires international law	0
waterways and ports	0
public transportation	0
highway for buses	0
separate from regular traffic	0
has lanes for buses	0
has traffic signals	0
used for express buses	0
used for rapid transit	0
carry oil	0
operates in cities	0
has buses	0
has trains	0
used for daily routine	0
used for low cost travel	0
used for oil extraction	0
used for deep sea drilling	0
expensive equipment	0
used for gas extraction	0
have sliding doors	0
used for family trips	0
have cargo space	0
used for business purposes	0
used as military tactic	0
used in wartime	0
enforced by naval vessels	0
buses and bus stations	0
trains and railways	0
airports and airlines	0
operates trucks	0
sail on seas	0
uses trucks	0
uses trains	0
uses ships	0
uses planes	0
moves goods	0
moves people	0
carries passengers	0
located on rails	0
transports goods	0
operates planes	0
has cargo	0
roads and highways	0
has passengers	0
has routes	0
government agency	0
responsible for roads	0
responsible for traffic	0
responsible for public transportation	0
responsible for bike lanes	0
responsible for traffic signs	0
responsible for traffic lights	0
responsible for infrastructure	0
carry vehicles	0
can cause economic harm	0
transported by ships	0
used in information exchange	0
used for economic growth	0
located above the earth	0
intersection of roads	0
have traffic lights	0
have stop signs	0
have traffic signals	0
have lanes	0
used for daily commute	0
has engine	0
has mirrors	0
involve communication	0
four wheel drive	0
have lighting	0
located in buildings	0
conservation of something	0
have maritime laws	0
used for communicating	0
used for traffic management	0
kept by government	0
contains ship details	0
contains ship owner	0
contains ship type	0
contains ship size	0
contains ship speed	0
contains ship location	0
have traffic rules	0
used for outdoor activities	0
used for military	0
flying at high speeds	0
used for night sailing	0
located in seas	0
have rules	0
have restrictions	0
means of movement	0
used for short trips	0
have brakes	0
used for city driving	0
large boats	0
used on boats	0
indicates direction	0
located on masts	0
has red, green, and white lights	0
used for commuter flights	0
regulated by maritime laws	0
showing time and date	0
showing routes	0
showing stops	0
showing frequencies	0
showing vehicles	0
showing departure times	0
showing arrival times	0
used for small airports	0
used for cargo transport	0
used for regional flights	0
used for carrying goods	0
used in data transfer	0
located in cars	0
have buses	0
used in industries	0
paid by companies	0
electrical	0
provide light	0
located in rooms	0
used for illumination	0
have bulbs	0
require wiring	0
located in nature	0
made of water	0
have axles	0
found in oceans	0
found in lakes	0
found in rivers	0
found in seas	0
found in ponds	0
found in reservoirs	0
used for drinking	0
used for export	0
attached to trucks	0
raises or lowers boats	0
has water gates	0
used for water conservation	0
used for water management	0
located along roads	0
have navigation aids	0
mechanical devices	0
used for moving	0
used for air traffic control	0
located in buses	0
traffic offense	0
done while moving	0
expensive	0
done in cars	0
done in trucks	0
done in buses	0
done in public roads	0
done in highways	0
used for monitoring	0
located in mountains	0
used for military purposes	0
has ignition	0
stops in multiple ports	0
used in vehicles	0
converts electricity	0
tracks are wider	0
long distance travel	0
located in homes	0
located in offices	0
paid by governments	0
small device	0
has fuel	0
used for fire starting	0
used for public transportation	0
grows in nature	0
uses voltage	0
have stops	0
mechanical	0
electrically powered	0
used in factories	0
used in ports	0
has cables	0
used for moving heavy loads	0
used for driving	0
have engine	0
means of moving	0
have vehicles	0
located on roads	0
located near cities	0
used for stopping	0
have four wheels	0
imposed by governments	0
applied to countries	0
hurts economies	0
affects trade	0
can cause inflation	0
affects industries	0
carry cargo	0
used for global supply chain	0
located near tracks	0
have departures	0
have arrivals	0
lifts heavy objects	0
large ships	0
has high speed	0
involves communication	0
uses roads	0
uses vehicles	0
used for long trips	0
managed by government	0
maintained by infrastructure	0
have flights	0
have windows	0
used for ferries	0
located in downtown	0
where rivers meet	0
where canals meet	0
used for farming	0
located in aircraft	0
located in intersections	0
located in roads	0
used for traffic control	0
electrified in some cases	0
have signaling systems	0
have rails	0
carried on ships	0
carried on top of ships	0
carried in bulk	0
carried in containers	0
carried for international trade	0
used in warehouses	0
transport goods	0
has locomotive	0
has tracks	0
uses signs	0
enforces speed limits	0
directs traffic	0
regulated by government	0
located in stations	0
manages intersections	0
provides international flights	0
has multiple aircraft	0
operates in airports	0
consists of cars	0
subject to laws	0
used in shipping	0
managed	0
has seat selection	0
standardized sizes	0
used in international trade	0
between cities	0
used for flights	0
established by airlines	0
uses lights	0
regulates flow	0
have distances	0
large vessels	0
involves laws	0
involves rules	0
operate in open seas	0
used for guiding planes	0
attached to vehicles	0
rotates on axles	0
used in aircraft	0
operates trains	0
partially filled with containers	0
used in ships	0
used for movement	0
used in traffic monitoring	0
used in aviation	0
have tires	0
used in military	0
has brakes	0
operates ships	0
operates airplanes	0
used for braking	0
used for supplies	0
used for equipment	0
used for oil	0
used for planes	0
used in logistics	0
used in industry	0
used for ships	0
used in architecture	0
located in train yards	0
powered by engines	0
move on rails	0
used for refueling	0
used for repairs	0
have railings	0
moves on roads	0
used for work	0
used for daily life	0
standardized equipment	0
used for railways	0
have drivers	0
used for guidance	0
located in channels	0
used for trains	0
used in trade	0
used in cargo	0
used for containers	0
used for management	0
have flight plans	0
located near ocean	0
large ships dock	0
used for exporting	0
used for importing	0
located in coastal areas	0
has rail tracks	0
used for goods	0
has containers	0
has cargo holds	0
operates on seas	0
located in railways	0
large spaces	0
have doors	0
located in ships	0
used for businesses	0
used for logistics	0
used in construction	0
used in engineering	0
involves government	0
involves enforcement	0
operates buses	0
military airports	0
used for freight	0
used for agriculture	0
used for buildings	0
red means stop	0
located at intersections	0
domestic airports	0
used for fire fighting	0
large and heavy	0
located in fire stations	0
located in hospitals	0
used for passenger	0
has multiple rails	0
used for high speed	0
international airports	0
used for multiple directions	0
driven by professionals	0
used in flight	0
requires speed	0
requires lift	0
used for surfing	0
used for car	0
used for maintenance	0
used for swimming	0
located on top of ships	0
used for shipbuilding	0
used for heavy lifting	0
used for travel	0
used for flight	0
used for oil rigs	0
regulated by authorities	0
used for train	0
used for lifting	0
has engines	0
large size	0
electronic device	0
used for construction	0
used for bus	0
large airports	0
have motors	0
have sails	0
small airports	0
private airports	0
used in airplanes	0
used in rockets	0
requires engines	0
based on traffic	0
located in bodies of water	0
used for passengers	0
has cup holders	0
has seats for children	0
important for air travel	0
located on ships	0
have air traffic controllers	0
have signs	0
has windows	0
has doors	0
has furniture	0
have lights	0
used for fire	0
have communication equipment	0
have radar systems	0
located at airports	0
require infrastructure	0
large vessel	0
transport goods or people	0
used for daily commutes	0
means of transport	0
has lights	0
deliver goods	0
used in airports	0
used in space	0
based on size	0
provide logistics	0
used for finding directions	0
has signals	0
used for traveling	0
used for cars	0
have trucks	0
has emergency lights	0
used for commercial purposes	0
used for families	0
has sliding doors	0
has seats	0
has electrification	0
has flashing lights	0
used for road trips	0
located in suburbs	0
holds liquids	0
used for liquids	0
used for gas	0
extend into water	0
provide seating	0
located in ports	0
sets speed limits	0
have benches	0
used for transporting	0
common in cities	0
enforces laws	0
located on aircraft carriers	0
used for storing planes	0
used for boating	0
using ships	0
maintains infrastructure	0
located in rivers	0
builds roads	0
used for launching planes	0
used for landing planes	0
located in lakes	0
derived from oil	0
regulates traffic	0
requires navigation	0
used for trade	0
located near bus stops	0
operates public transit	0
used for laying telephone cables	0
transporting goods	0
have cargo holds	0
loading and unloading	0
used for commerce	0
used in military operations	0
waterways	0
connected to rivers	0
large capacity	0
used for irrigation	0
has jurisdiction over roads	0
sets traffic rules	0
used for laying cables	0
used for repairing cables	0
used for maintaining cables	0
used for international trade	0
used for underwater work	0
managed by authorities	0
used for laying internet cables	0
used for laying telegraph cables	0
used for unloading	0
located in water	0
used for loading	0
used for electricity	0
located on railways	0
uses fuel	0
uses oxidizer	0
used for transport	0
located in spacecraft	0
used for lift-off	0
uses combustion	0
used for manufacturing	0
used for orbit	0
have routes	0
have stations	0
defined by rules	0
located in countryside	0
located in oceans	0
carry bulk goods	0
located in cities	0
have tracks	0
have trains	0
located in trucks	0
used for space travel	0
used for propulsion	0
includes exercising	0
have wheels	0
includes moving	0
located in harbors	0
includes sitting	0
used for fuel	0
used for lubrication	0
operated by drivers	0
can be intersected	0
includes dancing	0
used for heating	0
includes walking	0
includes running	0
used for firefighting	0
have seats	0
used for cargo	0
used for long distances	0
has hoses	0
used for commuting	0
have cars	0
have engines	0
using trucks	0
have ships	0
owned by private companies	0
commercial	0
used for communication	0
used for navigation	0
used for flight control	0
used for landing	0
used for takeoff	0
located on airplanes	0
managed by railways	0
powered by outlets	0
used for transportation	0
supports national economies	0
have signals	0
operates in international waters	0
using airplanes	0
located on land	0
plays crucial role in global trade	0
used for train merging	0
used for train splitting	0
has ships of various sizes	0
large cargo capacity	0
transmits signals	0
used for aircraft	0
located in seaports	0
connects two areas	0
used for industries	0
located over water	0
has wheels	0
located over roads	0
used for heavy loads	0
used for hauling	0
large vehicles	0
used for breakbulk cargo	0
uses electricity	0
used for bulk cargo	0
have containers	0
powered by batteries	0
have instruments	0
used for transporting goods	0
emits signals	0
located in airports	0
used for train transfer	0
used for sailing	0
located on boats	0
used for finding islands	0
used for economic purposes	0
regulated by international law	0
used for finding coastlines	0
used for shipping	0
used for finding ports	0
regulated by laws	0
has chairs	0
using containers	0
location where tracks meet	0
efficiently moving goods	0
has wires	0
has tables	0
using trains	0
type of shipping	0
located in trains	0
used for industry	0
located near ports	0
used for crossing rivers	0
used for finding landmarks	0
managed by companies	0
have suspension	-1
increased efficiency	-1
efficient	-1
require maintenance	-1
charge fees	-1
has additives	-1
publicly accessible	-1
has a flat surface	-1
reduces congestion	-1
one way	-1
uses multiple modes	-1
has refining process	-1
can be used by many	-1
can cause shortages	-1
have cranes	-1
reach a place	-1
reduces costs	-1
used for productivity	-1
reduced costs	-1
liable for damages	-1
used in computers	-1
economic sanction	-1
used for arrivals	-1
used in phones	-1
have shops	-1
has crossings	-1
has screens	-1
subways and metro	-1
used for off-road	-1
have baggage claim areas	-1
restricts imports	-1
intermodal	-1
used for departures	-1
has buttons	-1
reusable	-1
used for check-ins	-1
has luggage racks	-1
have waiting rooms	-1
have ticket counters	-1
bicycles and bike lanes	-1
used for passing	-1
used for plastics	-1
public and private modes	-1
used for tourism	-1
has compartments	-1
have high ground clearance	-1
has charging ports	-1
used as diplomatic tool	-1
found in living things	-1
end of a trip	-1
paid to lawyers	-1
used in filtering	-1
has snacks	-1
used in aggregating	-1
used in data analysis	-1
has wine	-1
have customs	-1
have immigration	-1
made of cells	-1
decomposes	-1
breathes	-1
has DNA	-1
has cells	-1
has metabolism	-1
can be harmed by pollution	-1
have pumps	-1
used in joins	-1
used in queries	-1
describes data	-1
no information available	-1
have trailers	-1
staffed by controllers	-1
used for boarding	-1
used for exiting	-1
have handles	-1
official record	-1
does not exist	-1
used in tables	-1
have pilots	-1
have control panels	-1
have elevators	-1
have staircases	-1
used for off road	-1
used in databases	-1
have hitching systems	-1
paid to courts	-1
not selling something	-1
paid for lawsuits	-1
used for political pressure	-1
includes standing	-1
includes falling	-1
includes climbing	-1
international conflict resolution tool	-1
includes jumping	-1
made of metal	-1
unique to each object	-1
make profits	-1
have schedules	-1
fueled by diesel	-1
has high torque	-1
has low speed	-1
used for people	-1
have fares	-1
restriction on exports	-1
used for salvage	-1
made of wood	-1
oceanic travel	-1
paid for crimes	-1
amount varies	-1
paid by individuals	-1
amount is fixed	-1
carries chemicals	-1
has batteries	-1
regular schedule	-1
has rust	-1
made of steel	-1
luxurious accommodations	-1
located in garages	-1
has caps	-1
has gauges	-1
has leaks	-1
preservation of something	-1
document	-1
reach a destination	-1
involves budgeting	-1
have warehouses	-1
have offices	-1
make deals	-1
have reels	-1
have rods	-1
have nets	-1
used for fog	-1
used for visibility	-1
has different shapes	-1
have controllers	-1
showing prices	-1
used for planning	-1
involves leadership	-1
involves decision making	-1
involves controlling	-1
based on facilities	-1
have markers	-1
based on location	-1
blockage of sea routes	-1
end of a journey	-1
has cranes installed	-1
located in arctic	-1
used for exploration	-1
used for wind turbines	-1
used for offshore	-1
limits access to ports	-1
includes corn	-1
can cause humanitarian crisis	-1
can be lifted by diplomacy	-1
used to exert pressure	-1
non-liquid goods	-1
includes iron ore	-1
includes wheat	-1
involves organizing	-1
involves problem solving	-1
contains names	-1
involves delegating	-1
varies in temperature	-1
varies in pressure	-1
has air currents	-1
secured with ropes	-1
protected from weather	-1
have roundabouts	-1
have pedestrian crossings	-1
contains ranks	-1
contains positions	-1
contains roles	-1
involve radar	-1
used for separation	-1
used for coordination	-1
maintenance of possession	-1
holding something	-1
contains particles	-1
contains gases	-1
divided into layers	-1
carbon-based	-1
involves responsibility	-1
powered by turboprop	-1
faster than propeller planes	-1
more efficient than jets	-1
have wings	-1
require pilots	-1
made of atoms	-1
used for detection	-1
uses sound waves	-1
uses radio waves	-1
used in cosmetics	-1
used in perfumes	-1
used in plastics	-1
made of hydrogen and oxygen	-1
can be shared	-1
maintains low temperatures	-1
have paint	-1
has mud	-1
includes grains	-1
includes minerals	-1
includes ores	-1
includes coal	-1
has pillars	-1
made of dirt	-1
has grass	-1
has gravel	-1
has sand	-1
have colors	-1
has stones	-1
has uneven surface	-1
has supports	-1
have cabins	-1
have pools	-1
made of concrete	-1
have decks	-1
have docks	-1
receivable by aircraft	-1
uncontainerized	-1
civilian	-1
has historical context	-1
signed by carriers	-1
signed by receivers	-1
helps with customs	-1
not allowed in others	-1
allowed in some countries	-1
by a foreign ship	-1
within a country	-1
have runways	-1
have terminals	-1
have check-in counters	-1
employs thousands	-1
have duty-free shops	-1
have baggage claim	-1
equals to 2,000 pounds	-1
used in UK	-1
larger than short ton	-1
not equal to metric ton	-1
have markings	-1
has barges	-1
have rims	-1
has frequent flyer program	-1
common in europe	-1
common in japan	-1
have frequencies	-1
has customer service	-1
units of tons	-1
has ticket counter	-1
has checked baggage	-1
offers in-flight meals	-1
has markings	-1
made of plastic	-1
has online booking	-1
prioritizes pedestrians	-1
monitored for leaks	-1
inspected regularly	-1
updated daily	-1
have bearings	-1
used for traction	-1
have hubs	-1
faster than diesel	-1
have altitudes	-1
has cranes	-1
last car in train	-1
have customs offices	-1
used in mathematics	-1
used in some regions	-1
acts as intermediary	-1
negotiates contracts	-1
represents clients	-1
acts on behalf	-1
has knowledge of market	-1
has expertise in industry	-1
builds relationships	-1
facilitates transactions	-1
built by humans	-1
located in Italy	-1
luxurious	-1
have beds	-1
have kitchens	-1
have bathrooms	-1
used for avoiding reefs	-1
have propellers	-1
made of fiberglass	-1
documented in databases	-1
used for discovering new species	-1
type of dredger	-1
used for dredging	-1
used for mining	-1
has a hopper	-1
has a dredge	-1
used for excavation	-1
used for rush hours	-1
linked to vehicle ownership	-1
have handlebars	-1
used for identification	-1
used for taxation	-1
required for insurance	-1
has fixed fares	-1
linked to vehicle details	-1
has expiration dates	-1
has fixed routes	-1
used for buoyancy	-1
has water tanks	-1
used for rescuing	-1
has ladders	-1
have lines	-1
has insulation	-1
process of joining	-1
using adhesives	-1
using fasteners	-1
permanent connection	-1
temporary connection	-1
used for assembly	-1
cools objects	-1
requires force	-1
tracks are 1435 mm wide	-1
highly complex	-1
found in europe and asia	-1
found in north and south america	-1
used for thrust	-1
used in generators	-1
produces less emissions	-1
used for studying marine life	-1
used for stability	-1
used for taxi service	-1
powered by animals	-1
have locks	-1
underground	-1
used in disaster relief	-1
easy to disassemble	-1
built with steel	-1
at risk of leaks	-1
describes contents	-1
lists items	-1
easy to assemble	-1
includes quantities	-1
digital or printed	-1
temporary structures	-1
provide public services	-1
have budgets	-1
have employees	-1
have ministers	-1
have departments	-1
make decisions	-1
have license plates	-1
has winches	-1
common in ancient times	-1
has diving equipment	-1
smaller than regular cars	-1
has catwalks	-1
common in developing countries	-1
causes disease	-1
microorganism	-1
virus	-1
bacteria	-1
fungus	-1
parasite	-1
has ventilation	-1
transmitted through vectors	-1
used for waiting	-1
standardized globally	-1
have advertisements	-1
measured in inches	-1
provide protection from weather	-1
equal to 2,000 pounds	-1
permanent structure	-1
used for pedestrians	-1
have transmission	-1
has wings	-1
has valves	-1
voluntary	-1
deliberate	-1
consciously controlled	-1
used for education	-1
have platforms	-1
have maps	-1
flies without fuel	-1
made of lightweight materials	-1
used with masks	-1
uses wind	-1
uses no engine	-1
used for solids	-1
flammable	-1
toxic	-1
explosive	-1
hazardous	-1
transported with caution	-1
planned	-1
meant to achieve	-1
has gates	-1
located in supermarkets	-1
has pedestals	-1
has megaphones	-1
has curators	-1
has horns	-1
has sirens	-1
used for police	-1
have switches	-1
used for decoration	-1
used for rescue	-1
involves transparency	-1
involves penalties	-1
involves inspections	-1
involves compliance	-1
not fully utilized	-1
has freezers	-1
has processing lines	-1
used for local consumption	-1
handled with gloves	-1
burning with fire extinguishers	-1
sturdy	-1
can be compared	-1
carried in open air	-1
collects tolls	-1
produces thrust	-1
has turbines	-1
has fans	-1
has high power	-1
requires clearance	-1
has pulleys	-1
miniature	-1
require large crews	-1
can be unioned	-1
replica of real cars	-1
can be empty	-1
smaller than real cars	-1
finite or infinite	-1
unique members	-1
collection of items	-1
long and narrow	-1
not refrigerated	-1
uncovered	-1
have ties	-1
has colors	-1
used for taxis	-1
used for subways	-1
have information centers	-1
have bridges	-1
have buoys	-1
involves tasks	-1
involves people	-1
involves planning	-1
involves execution	-1
involves control	-1
involves coordination	-1
involves resources	-1
using forklifts	-1
involves steps	-1
have cabs	-1
using warehouses	-1
used for order	-1
has display cases	-1
located in art galleries	-1
located in museums	-1
marked by buoys	-1
has beds	-1
used for sleeping	-1
used for offshore operations	-1
uses codes	-1
uses protocols	-1
used in computing	-1
used in networks	-1
used in internet	-1
navigated by GPS	-1
display art	-1
uses stars	-1
uses compass	-1
uses GPS	-1
uses maps	-1
used for walking	-1
used for warnings	-1
used for languages	-1
requires control	-1
has air conditioning	-1
used in submarines	-1
separates compartments	-1
has bathrooms	-1
made of rubber	-1
have compressors	-1
have turbines	-1
have nozzles	-1
used for hunting	-1
had harpoons	-1
had nets	-1
used for drilling	-1
have helicopters	-1
had first aid kits	-1
had logbooks	-1
provide accommodation	-1
provide supplies	-1
used for adventure	-1
used for hiking	-1
used for climbing	-1
has showers	-1
used in technology	-1
have forklifts	-1
action of leaving ground	-1
has coils	-1
produces torque	-1
used in fans	-1
used in pumps	-1
silent operation	-1
used for small trips	-1
has propellers	-1
have ropes	-1
have ladders	-1
has flint	-1
used for cigarettes	-1
used for camping	-1
located in pockets	-1
yellow means caution	-1
used for stacking	-1
green means go	-1
used for distribution	-1
used for exhibitions	-1
has magnets	-1
used for private use	-1
used for patrol	-1
used in appliances	-1
armed with guns	-1
have sirens	-1
have torpedoes	-1
people	-1
perform tasks	-1
have roles	-1
used for zoning	-1
used for real estate	-1
done in motorcycles	-1
done in bicycles	-1
made of fiber	-1
punishable by fines	-1
has control panel	-1
has pilot	-1
used for training	-1
used for short distances	-1
has antennas	-1
has heating	-1
