facet_property	cluster_label
characteristics: strategic	16
importance: important for national security	16
importance: essential for national security	16
importance: for national security	16
importance: vital for international relations	16
importance: international relations	16
importance: strategic importance	16
importance: national security	16
relevance: national security	16
types: strategic	16
importance: strategic	16
purpose: strategic	16
function: landing spot	17
location: ground-based	17
location: hangers	17
location: ground stations	17
location: flight	17
location: helicopter	17
installation location: aircraft	17
location: plane	17
location: flight route	17
location: hanger	17
location: airplane	17
location: aircraft	17
location: aircraft wing	17
location: radar station	17
location: military operation	18
location: military bases	18
location: naval base	18
function: military base	18
location: military base	18
located at: military bases	18
located at: military base	18
found in: military bases	18
locations: military bases	18
found in: military base	18
related concepts: naval base	18
location: land-based airbase	18
location: near control zone	18
location: military	18
operational: military controlled	18
location: marine corps	18
location: on a military base	18
crew: air traffic controllers	19
responsibilities: flight engineer	19
responsibilities: air traffic controller	19
associated with: air traffic controller	19
involved entities: air traffic controllers	19
responsibilities: air traffic controllers	19
people: air traffic controller	19
staff: air traffic engineers	19
staff: air traffic managers	19
involved parties: air traffic manager	19
controllers' roles: air traffic controller	19
staff: air traffic controller	19
staff: air traffic controllers	19
staff: air traffic control	19
roles: traffic controller	19
roles: air traffic manager	19
people involved: air traffic controller	19
participants: air traffic controllers	19
roles: air traffic controller	19
personnel: air traffic controllers	19
controllers: air traffic controller	19
involved parties: air traffic controllers	19
personnel: air traffic controller	19
personnel: air traffic managers	19
staff: air traffic management personnel	19
safety features: emergency response plan	20
safety measures: emergency shutdown	20
safety considerations: emergency response plan	20
safety: safety briefings	20
safety features: emergency response	20
safety measures: emergency response plans	20
procedures for emergencies: responding to system failures	20
safety: emergency response plan	20
safety features: emergency response plans	20
safety: emergency phone	20
types: covered	21
characteristics: uncovered	21
type: covered	21
characteristics: covered	21
design: uncovered	21
design: covered	21
size: covered	21
materials used: steel	22
material: stainless steel	22
materials: iron	22
components: steel	22
material: steel	22
physical properties: steel	22
construction materials: steel	22
material: iron	22
used for: making steel	22
design: stainless steel	22
type: steel	22
materials: steel	22
used for: identification	23
purpose: identification of team members	23
purpose: unique identification	23
identification: signage	23
steps: aircraft identification	23
requirements: address verification	23
identification: electronic display	23
identification: announcement	23
identification: map	23
methods: aircraft identification	23
purpose: authentication	23
importance: used for identification	23
steps: identification	23
function: identification	23
uses: identification	23
used for: registration	23
identification: special designation	23
purpose: identification	23
purpose: organize	24
common in: organization	24
function: organization	24
responsibilities: arranging	24
maintained by: organization	24
target: organization	24
organization: organized	24
involves: organization	24
aspect: organization	24
reason: organization	24
usage: organization	24
environment: organization	24
receiver: organization	24
result: organization	24
functionality: organization	24
related concepts: organization	24
activity: organizing	24
organization: reserved	24
installed by: organization	24
functions: organizing	24
organization: by location	24
activity: organization	24
purpose: organizing personnel	24
purpose: organization	24
purpose: organizing work	24
format: paper	25
displayed in: printed format	25
format: physical book	25
characteristics: printed	25
method of communication: printed	25
format: paper record	25
format: analog	25
format: printed	25
format: written	25
medium: printed	25
source: printed	25
approximate volume: 12 inches x 12 inches x 12 inches	25
format: printed book	25
format: visual	25
format: text-based	25
format: paper records	25
method: printed	25
real-world applications: database	26
format: electronic database	26
format: digital database	26
source of data: online database	26
source: online database	26
method: database	26
domain: database	26
source: hr database	26
database concept: field	26
database concept: field in record	26
usage: used in databases	26
tools: database	26
source: database	26
planning: scheduling	27
use case: scheduling	27
scheduling: dynamic schedule	27
features: scheduling	27
operation: scheduling	27
scheduling: on-call	27
procedures: holding pattern	27
scheduling: fixed routes	27
services offered: scheduling	27
scheduling: timed	27
scheduling: just-in-time delivery	27
scheduling: batch delivery	27
operations: scheduling	27
usage: scheduling	27
scheduling: variable	27
purpose: schedule work	27
operations: scheduling systems	27
purpose: scheduling	27
logistics: scheduling	27
mechanisms: scheduling	27
scheduling: fixed route	27
services: scheduling	27
scheduling: on-demand	27
principles: planning	28
definition: planning	28
function: planning	28
functions: planning	28
purpose: planning	28
type: planning	28
components: planning	28
characteristics: planning	28
use case: planning	28
types: planning	28
method: planning	28
planning: planned by a pilot	28
features: planning	28
planning: approved by authorities	28
methods: planning	28
planning: mapped on a chart	28
responsibilities: planning	28
planning: subject to weather conditions	28
usage: planning	28
management: planning	28
purpose: plan	28
related concepts: plan	28
example of: schedule	29
schedule: published schedule	29
schedule: real-time information	29
related concepts: timetable	29
information: schedule changes	29
schedule: schedules	29
data type: datetime	29
scheduling: timetables	29
schedule: timetables	29
related concept: schedule	29
time management: schedule	29
related to: work schedules	29
contents: shifts	29
time: schedule	29
features: schedules	29
purpose: timetable	29
function: storing cargo	30
function: store cargo	30
features: holds cargo	30
function: holding cargo	30
function: holds crew	30
storage location: tanker	30
function: storage of cargo	30
used for: ship storage	30
used for: storing cargo	30
purpose: store cargo	30
function: storage of ships	30
used for: storing ships	30
storage: dry dock	30
storage: on dock	30
function: holds cargo	30
purpose: storing cargo	30
structure: watertight compartments	31
purpose: to provide watertight seal	31
design: watertight and airtight	31
design: watertight compartments	31
safety: protected by watertight doors	31
type: non-watertight	31
safety feature: watertight seal	31
safety features: watertight doors	31
characteristics: water-tight	31
construction: watertight	31
structure: watertight doors	31
type: watertight	31
storage requirements: protect from water	31
definition: watertight door	31
characteristics: watertight	31
types: watertight	31
structure: watertight	31
definition: watertight	31
design: watertight	31
safety: watertight	31
definition: strong and watertight	31
medium: radio waves	32
technology: sound waves	32
operating principle: radio waves	32
example of: radio wave	32
technology: radio waves	32
signal: radio waves	32
technology: electromagnetic waves	32
technology: uhf	32
technology: radar waves	32
physical form: electromagnetic wave	32
methods: radio waves	32
method: radio frequency	32
principle: radio waves	32
technology: acoustic waves	32
method: radio waves	32
principle: electromagnetic radiation	32
principle: electromagnetic waves	32
operating principle: sound waves	32
uses: electromagnetic waves	32
medium: radio wave	32
uses: radio waves	32
principle: sound waves	32
technology: radio frequency	32
devices: modulator	33
component: transmitter	33
type: transmitter	33
equipment: transmitter	33
devices: transmitter	33
device: transmitter	33
components: transmitter	33
device: modulator	33
physical characteristics: transmitter	33
elements: transmitter	33
equipment: transmitters	33
components: antenna array	34
component: antenna	34
components: antenna	34
physical characteristics: antenna	34
technology: antennas	34
technology: antenna	34
equipment: antennae	34
technology: antennae	34
equipment: antenna	34
physical structure: antenna array	34
technologies: radar	35
equipment: radar guns	35
technology: radar	35
technology: radar systems	35
features: radar	35
equipment: radar dish	35
equipment: radomes	35
equipment used: radar	35
technology: phased array	35
equipment: radars	35
equipment: air traffic control radar	35
technology: uses radar waves	35
components: radar	35
equipment used: radar systems	35
equipment: radar systems	35
equipment: radome	35
technologies: radar guns	35
tools and equipment: radar	35
equipment and tools: radar	35
equipment: instrumentation	35
equipment: radar	35
system components: radar	35
components: radar guns	35
methods: radar	35
instrument: radar	35
features: radar equipment	35
types: primary radar	35
types: secondary radar	35
technology: radar equipment	35
design: angular lines	36
design: angular	36
design: angled	36
design: axial	36
design: angle	36
design: symmetrical	36
design: asymmetrical	36
design: semi-planing	36
appearance: angular	36
type: angular	36
construction material: wood	37
examples: lumber	37
materials: resin	37
commonly used in: furniture making	37
physical properties: hardwood	37
objects: wood	37
object: wood	37
materials: wood	37
material: wood	37
materials: composite	38
material: fibre reinforced	38
material: composite	38
material: carbon fiber	38
construction: composite	38
construction: composite materials	38
type: composite	38
classification: composite	38
structure: composite	38
materials used: composite	38
structure: composite material	38
objects involved: materials	38
construction material: composite	38
features: railing	39
design: railing	39
physical structure: railing	39
feature: railing	39
layout: railing	39
structure: railing	39
features: railings	39
contents: cabin	40
design: enclosed cabin	40
category: cabin	40
furniture: cabins	40
feature: cabins	40
facilities: cabin	40
accommodation: cabins	40
accommodation: cabin	40
type: cabin	40
features: enclosed cabin	40
cabin: providing living space	40
components: cabin	40
features: private cabin	40
design: open bay	40
features: cabin accommodations	40
cabin: accommodation	40
luxury features: cabins	40
cabin: sleeping quarters	40
content: cabin	40
features: cabin	40
purpose: cabin	40
facilities: cabins	40
structure: cabin	40
features: separate cabin	40
function: cabin	40
structure: cabins	40
type: cabin with balcony	40
features: cabins	40
operation: requiring careful handling	41
operational aspect: manual	41
operation: manual operation	41
use case: daily operations	41
operation: manual	41
mode: manual	41
operation: no noise	41
operating: manual	41
operational aspects: manual operation	41
operational mode: manual	41
operation: automatic	41
operation: stationary	41
operation: needs careful handling	41
mode of operation: manual	41
operations: manual	41
operational: manual	41
operation: requires manual operation	41
operation: careful handling	41
traffic volume: medium	42
traffic: crowded	42
traffic volume: high	42
traffic: chaotic	42
traffic flow: fast	42
traffic flow: high-volume	42
traffic: fast	42
traffic flow: high volume	42
traffic: high volume of passengers	42
traffic volume: very high	42
traffic: high	42
traffic: medium	42
traffic: low	42
road requirements: heavy traffic	42
traffic flow: heavy	42
traffic: heavy	42
traffic: high volume	42
traffic: very high	42
traffic: busy	42
traffic flow: congested	42
traffic volume: low	42
traffic: congested	42
traffic: least busy	42
traffic: heavy load	42
traffic: low volume	42
traffic: complex	42
traffic: busiest	42
traffic: constant	42
usage: more congested	42
usage: heavy traffic	42
traffic: slow	42
use case: high traffic	42
security: baggage handling	43
services offered: baggage claim	43
features: baggage carousels	43
services: baggage	43
purpose: passenger processing	43
services: baggage drop-off	43
purpose: processing passengers	43
function: processing of passengers	43
customer service: baggage handling	43
features: baggage handling	43
facilities: baggage claim	43
services: baggage check	43
available at: airport terminals	43
functionality: processing passengers	43
features: baggage claim	43
services: baggage storage	43
services: baggage claim	43
services: baggage handling	43
purpose: baggage claim	43
services: baggage check-in	43
function: passenger processing	43
function: baggage claim	43
used for: transport	44
transporting: cars	44
used for: transporting	44
transported: both	44
purpose: transport	44
application: transporting	44
transportation: special handling	44
function: transport	44
role: transporter	44
type: transport	44
use: transport	44
functionality: transporting	44
purpose: efficiently transport	44
use: transporting	44
used by: carriers	44
functions: transporting	44
transportation: special handling required	44
function: transporting	44
role: transport	44
purpose: transporting	44
operation: operated by government	45
ownership: government-owned	45
owned by: government agency	45
type: government-owned	45
owned by: government	45
operated by: governments	45
maintained by: government agency	45
operated by: government agency	45
owned by: governments	45
operated by: indigenous communities	45
operated by: government agencies	45
operated by: government	45
managed by: government	45
developed by: government agencies	45
definition: civilian-run	45
maintained by: government	45
purpose: vacationing	46
occasion: vacation	46
context: vacation	46
function: vacation	46
purpose: vacation trip	46
purpose: family outings	46
purpose: vacation	46
purpose: visiting	47
context: visiting	47
purpose: visit	47
purpose: to visit	47
event: visit	47
process: physical visit	47
associated with: visit	47
purpose: visit friends	47
occasion: visiting	47
properties: dying	48
emotions: tired	48
feeling: tired	48
state: exhausted	48
state: late	48
feeling: stressed	48
symptoms: fatigue	48
relationship: dependent on air	48
state: nervous	48
state: stressed	48
state: tired	48
state: unsteady	48
design: bridges	49
infrastructure: bridges	49
construction: built on bridges	49
type: bridge	49
structure: bridges	49
construction: bridges	49
function: bridge	49
features: bridges	49
infrastructure: bridge	49
structure: bridge	49
features: underpasses	49
features: overpasses	49
equipment: bridges	49
features: bridge	49
facilities: bridges	49
type: canoe	50
vessel type: boat	50
examples: boat	50
types of vessels: recreational boats	50
type: riverboat	50
uses: recreational boats	50
type of boat: auxiliary	50
type of boat: vessel	50
design: modified from regular boat	50
type: recreational boat	50
structure: catamaran	50
type: crew boat	50
type of vessel: boat	50
type: motorboat	50
vessel: boat	50
design: speed boat	50
type: powerboat	50
type: sailboat	50
category: watercraft	50
vessels: boats	50
type: speed boat	50
type of boat: inland waterway	50
type: speedboat	50
type: boats	50
type of boat: ocean-going	50
type of boat: pontoon	50
categorization: boat	50
type: kayak	50
type: boat	50
type of boat: small	50
type: rowboat	50
use: sailboat	50
type of vessel: large boat	50
type: pontoon boat	50
type: raft	50
types of vessels: boats	50
features: rim lock	51
mode: lock	51
security: locks	51
security: padlocks	51
method: locking	51
types: sestina lock	51
location: in a lock	51
features: locks and seals	51
design: security locks	51
features: locking doors	51
type: single lock	51
type: double lock	51
type: flight of locks	51
parts: lock chamber	51
types: pound lock	51
parts: lock mechanism	51
design: locks	51
features: controlled by lock keeper	51
types: pivot lock	51
security: lock	51
structure: locks	51
types: sealion lock	51
types: side lock	51
types: double-chamber lock	51
types: single lock	51
types: double lock	51
features: locks	51
operation: locks in and out	51
location: at the entrance of a lock	51
components: lock chamber	51
size: varies by lock size	51
component: lock chamber	51
safety feature: lock	51
mechanism: locks	51
features: lock	51
features: locking mechanism	51
types: flight of locks	51
operation: locking	51
design: unique to each lock	51
types: single-chamber lock	51
design: lock-based	51
type: lock	51
types: seal lock	51
mode: locks	51
structure: lock	51
components: locks	51
engineering feat: locks	51
physical structure: three-part	52
structure: permanent	52
type: structure	52
physical structure: distinctive	52
structure type: fixed	52
construction: fixed	52
structure: temporary	52
structure: moving	52
structure: natural	52
structure: contains other elements	52
structure: tensioned	52
structure: non-moving	52
physical characteristic: fixed structure	52
structure: fixed	52
characteristics: fixed structure	52
structure: no sides	52
structure: movable parts	53
structure: movable	53
structure: non-moveable	53
structure type: movable	53
structure: rigid frame	53
structure: mechanical	53
construction: mechanical	53
construction: movable	53
installation: movable	53
characteristic: movable	53
characteristics: moveable	53
structure: moveable	53
regulation: licenses	54
regulation: licensing requirements	54
regulations: licensing	54
regulation: license requirements	54
regulations: license requirements	54
regulation: licensing required	54
regulatory compliance: licensing	54
regulatory framework: licensing requirements	54
requirements: licensing	54
regulation: registration	54
regulations: authorizations	54
regulations: licensing required	54
regulations: permissions	54
regulation: licensing	54
regulation: licensed	54
measures: licenses	54
regulations: licensing requirements	54
regulations: driver licensing	54
regulation: license	54
characteristic: open	55
design: open	55
type: open	55
structure: open	55
design: closed	55
characteristics: open	55
type: external	55
design: accessible	55
types: open	55
layout: open	55
size: open	55
design: separated	55
parts: wheels	56
components: axles	56
component: wheels	56
features: wheel	56
characteristics: wheel	56
components: wheels	56
purpose: to guide wheels	56
components: wheel	56
component: axles	56
parts: axles	56
parts: steel wheel	56
design: wheels	56
features: wheels	56
types: car wheel	56
structure: wheels	56
physical characteristics: wheels	56
used for: train wheels	56
components: steel wheel	56
features: axles	56
characteristics: wheels	56
use: powering generators	57
type: ac	57
fuel: electricity	57
features: electricity	57
power source: hybrid	57
design consideration: electrical power	57
common applications: powers generators	57
uses: power transmission	57
source of power: electric current	57
uses: electric power	57
source of power: electricity	57
types: ac	57
alternatives: electricity	57
uses: electricity	57
power source: energy conversion	57
operates on: electricity	57
power source: exhaust gases	57
power source: electrical	57
energy source: electricity	57
power source: electric	57
power output: variable	57
power source: grid	57
purpose: power transmission	57
function: power source	57
input/output: input power	57
power source: chemical energy	57
power source: electric energy	57
power source: generator	57
generated by: electrical generators	57
power source: electric train	57
power source: electricity	57
energy source: overhead wires	57
power source: nuclear energy	57
power source: electricity grid	57
physical characteristics: switches	58
features: switch	58
input: plugs	58
features: switches	58
function: switch	58
components: switches	58
equipment: switches	58
control: switches	58
components: switch	58
component: switch	58
location: showroom	59
location: building	59
purpose: office	59
location: office building	59
physical location: office	59
location: physical office	59
context: office	59
function: office	59
location: dmv office	59
location: government office	59
location: offices	59
amenities: office space	59
workplace: office	59
locations: office	59
place: office	59
location: office	59
location: computer	59
location: at work	59
located at: office	59
workplace: client site	59
workplace: client's location	59
location: local office	59
location: car manufacturer	60
environment: factory	60
size: industrial	60
location: aircraft factory	60
location: workshop	60
locations: factories	60
locations: factory	60
location: manufacturing plant	60
location: in a factory	60
located at: factory	60
type: factory	60
origin: production facilities	60
location: factory floor	60
location: factory	60
usage: factory	60
location: engineering workshop	60
application: factory	60
origin: factory	60
work environment: factory	60
location: car factory	60
workplace: factory	60
infrastructure: warehousing	61
application: warehousing	61
function: warehousing	61
used for: warehousing	61
services: warehousing	61
purpose: warehousing	61
services: storage and warehousing	61
features: warehousing facilities	61
service: warehousing	61
related to: warehousing	61
used in: warehousing	61
features: warehousing space	61
used by: warehousing	61
features: warehousing	61
found in: distribution centers	61
workplace: store	61
functions: warehousing	61
used for: warehousing inventory	61
types: warehousing	61
common examples: jet fuel	62
fuel: aviation fuel	62
type: jet fuel	62
common forms: jet fuel	62
examples: jet fuel	62
common types: jet fuel	62
forms: jet fuel	62
fuel: jet fuel	62
fuel type: jet fuel	62
types: jet fuel	62
uses: jet fuel	62
products derived: jet fuel	62
used in: electricity generation	63
energy source: substation	63
uses: generating electricity	63
function: generate power	63
function: generates electricity	63
use: generating electricity	63
usage: generates electricity	63
use: generates electricity	63
functionality: generate power	63
purpose: generate power	63
usage: generating electricity	63
used for: generating electricity	63
associated with: electricity generation	63
purpose: generates electricity	63
purpose: generate electricity	63
location: generator	63
function: produces power	63
used in: power plant	63
used for: energy generation	63
function: produces electricity	63
used for: generating power	63
function: generate electricity	63
used for: energy distribution	63
used for: generating energy	63
used for: power generation	63
used in: power generation	63
function: generates power	63
purpose: generating electricity	63
production method: refining from crude oil	64
production: refining crude oil	64
origin: refinery	64
production process: extraction from crude oil	64
used for: refining petroleum	64
production method: refining crude oil	64
used for: refining oil	64
production method: extraction from oil sands	64
production process: refining crude oil	64
common applications: refining	64
production method: processing heavy oil	64
used for: refining	64
production method: refining	64
use: oil refining	64
production method: extraction from crude oil	64
production: refining	64
usage: fuels industrial processes	64
function: refining oil	64
location: at tire shop	65
location: gas station	65
location: car wash	65
location: car dealership	65
destination: gas station	65
location: parking lot	65
location: gas stations	65
features: service station	65
location: at gas station	65
location: highway rest stop	65
workplace: highway	65
characteristics: smaller than a regular container ship	66
types of vessels: cargo ship	66
types of ships: cargo vessels	66
compared to: general cargo ship	66
vehicle: freighter	66
categories: cargo ships	66
type: heavy-lift ship	66
uses: cargo ship	66
size: smaller than a full container ship	66
type: industrial ship	66
type of vessel: freighter	66
type: general cargo vessel	66
vessel type: cargo ship	66
compared to: full container ship	66
type: large cargo ship	66
type of ship: cargo vessel	66
type: freighter	66
categorization: chemical cargo ship	66
function: ship cargo	66
type: shipping vessel	66
type: freight ship	66
examples: a foreign ship carrying cargo between two us ports	66
examples: cargo vessel	66
type of ship: freighter	66
type: large cargo vessel	66
type: cargo vessel	66
types of ships: bulk carriers	66
alternative name: feeder ship	66
type: freight vessel	66
design: modified cargo ship	66
type of ship: cargo ship	66
type: cargo ship	66
type of vessel: freight ship	66
type of vessel: cargo ship	66
vessel type: freighter	66
type: maintenance ship	66
ship type: cargo ship	66
purpose: transporting minerals	67
used for: extracting minerals	67
function: transport minerals	67
function: transporting minerals	67
function: moving minerals	67
function: carrying minerals	67
used for: shipping minerals	67
used for: transporting minerals	67
characteristics: weak	68
properties: strong	68
features: strong	68
characteristic: strong	68
strength: permanent	68
strength: temporary	68
features: strong pull	68
characteristics: strong	68
strength: strong	68
strength: weak	68
characteristics: strongest	68
properties: has a membership relation	69
properties: has a membership	69
properties: members	69
properties: has members	69
properties: membership	69
properties: has a member	69
characteristics: has members	69
function: sets traffic rules	70
purpose: regulating traffic	70
traffic management: regulated	70
purpose: regulate traffic	70
responsibility: regulating traffic	70
function: control traffic	70
usage: regulate traffic	70
function: enforce traffic rules	70
purpose: traffic regulation	70
functions: regulating traffic	70
regulates: traffic flow	70
function: regulates traffic	70
purpose: controlling traffic	70
function: regulate traffic	70
purpose: to regulate traffic	70
function: direct traffic	70
purpose: regulate traffic flow	70
purpose: set traffic rules	70
objective: regulate traffic flow	70
functions: allocate traffic space	70
responsibilities: regulating traffic	70
purpose: manage congestion	70
control: public space	70
characteristic: high capacity	71
features: high suspension	71
characteristics: high-capacity	71
purpose: high-capacity	71
features: high capacity	71
capacity: high capacity	71
characteristic: high-capacity	71
capacity: low capacity	71
operational characteristics: high capacity	71
advantages: high capacity	71
characteristics: high capacity	71
related units: cubic meter	72
related units: cubic yard	72
unit: cubic feet	72
unit: litre	72
measurement unit: cubic meter	72
related to: gallon	72
related to: cubic meter	72
unit: gallons	72
related units: gallon	72
unit: cubic inch	72
measurement unit: litre	72
related concepts: cubic meter	72
measurement: cubic meters	72
unit: cubic foot	72
unit: cubic meters	72
related concepts: gallon	72
unit: liters	72
unit: cubic centimeter	72
unit: cubic centimeters	72
unit: liter	72
unit: cubic meter	72
unit: gallon	72
application: used for	73
application: used in	73
application: used to	73
application: everyday use	73
application: everyday	73
definition: application	73
design: ailerons	74
components: control surfaces	74
control: aerodynamic lift	74
control: aerodynamics	74
features: ailerons	74
control: wing shape	74
control: uses ailerons	74
control system: ailerons	74
control: ailerons	74
initiation: planned	75
reproduction: sexual	75
initiation: intentional	75
phases: initiation	75
process: initiation	75
initiation: willed	75
initiation: voluntary	75
initiation: conscious	75
role: initiate	75
initiation: deliberate	75
tasks: performance evaluation	76
evaluation: checking results	76
evaluation: based on outcome	76
evaluation: judged by outcome	76
evaluation: assess	76
evaluation: judged by effort	76
characteristics: evaluating	76
evaluation: effectiveness	76
purpose: evaluating	76
evaluation: formal	76
purpose: assessing	76
evaluation: assessed	76
evaluation: regular	76
evaluation: periodic	76
evaluation: evaluated	76
evaluation: judged	76
evaluation: subjective	76
evaluation: assessing progress	76
evaluation: judging outcome	76
steps: evaluate	76
task: evaluating	76
located at: platform	77
located at: maintenance depot	77
located at: depot	77
located on: platform	77
located at: rail yard	77
located on: railway	77
located at: railyard	77
located at: railway yard	77
located at: railway	77
located in: train yard	77
located in: railway yard	77
located at: train yard	77
located at: highway system	78
located at: street	78
installed at: roads	78
installed at: highways	78
located at: road intersection	78
placement: on highways	78
located at: road surface	78
located at: driveway	78
located at: road network	78
placement: on roadside	78
located at: highway	78
located at: road	78
